name,NE_name,r,x,b,length,Comment,geometry,bus0,bus1,EIC_Code,TSO,CORE-TSO_bus0,CORE-TSO_bus1,v_nom,Maximum Current Imax (A) Period 1,Maximum Current Imax (A) Period 2,Maximum Current Imax (A) Period 3,Maximum Current Imax (A) Period 4,Maximum Current Imax (A) Period 5,Maximum Current Imax (A) Period 6,Maximum Current Imax (A) Fixed,Dynamic line rating (DLR) DLRmin(A),Dynamic line rating (DLR) DLRmax(A),s_nom,tie_line
787,220 kV Zakucac - Konjsko 274,1.57,5.24,6.754000000000001e-05,24.92,,"LINESTRING (16.702004590014255 43.455143078003246, 16.501137760625255 43.60034628306173)",59683455,43337263T,31T-0000-A-00111,HOPS,Zakucac,Konjsko,220,,,,,,,1200.0,,,264.0,False
788,220 kV TE Sisak - Meduric 246,3.64,18.45,0.00012285,45.0,,"LINESTRING (16.413784818458154 45.45249239916493, 16.913620396857503 45.44808129393219)",170366194,96704507,31T-0000-A-0006V,HOPS,TE Sisak,Meduric,220,,,,,,,815.0,,,179.3,False
789,400 kV Tumbri - Melina 456,3.83,42.08,0.00044875,127.56,,"LINESTRING (15.869315524690652 45.681494164982986, 14.564047324517 45.31627413145602)",89818719,89817617,31T-0000-A-00014,HOPS,Tumbri,Melina,400,,,,,,,1920.0,,,768.0,False
790,400 kV Melina - Velebit 434,5.88,61.08,0.00062938,178.8,,"LINESTRING (14.564047324517 45.31627413145602, 15.754697508916308 44.20739603205118)",89817617,163860997,31T-0000-A-0009P,HOPS,Melina,Velebit,400,,,,,,,1920.0,,,768.0,False
791,220 kV Melina - Pehlin1 285,1.18,5.95,3.8049999999999997e-05,13.69,,"LINESTRING (14.564047324517 45.31627413145602, 14.408791013493495 45.354799688351584)",89817617T,96722667,31T-0000-A-0016S,HOPS,Melina,Pehlin,220,,,,,,,815.0,,,179.3,False
792,220 kV Melina - Pehlin2 286/2,1.1,7.2,4.9880000000000004e-05,17.94,,"LINESTRING (14.564047324517 45.31627413145602, 14.408791013493495 45.354799688351584)",89817617T,96722667,31T-0000-A-0017Q,HOPS,Melina,Pehlin,220,,,,,,,960.0,,,211.2,False
793,220 kV Melina - Senj 241,4.42,23.69,0.00014749,55.24,,"LINESTRING (14.564047324517 45.31627413145602, 14.925104123285342 44.94270937489568)",89817617T,173272584,31T-0000-A-0018O,HOPS,Melina,Senj,220,,,,,,,815.0,,,179.3,False
794,220 kV Melina - Plomin 287,3.72,25.6,0.00017837000000000002,64.16,,"LINESTRING (14.564047324517 45.31627413145602, 14.166639020401664 45.13759095068813)",89817617T,210745193,31T-0000-A-0015U,HOPS,Melina,Plomin,220,,,,,,,950.0,,,209.0,False
795,220 kV Mraclin - TE Sisak 249,3.56,18.44,0.00012012000000000001,44.0,,"LINESTRING (16.111931723789546 45.66744458983233, 16.413784818458154 45.45249239916493)",89819945,170366194,31T-0000-A-0005X,HOPS,Mraclin,TE Sisak,220,,,,,,,780.0,,,171.6,False
796,220 kV Mraclin - TE Sisak2 222,4.69,24.75,0.00017866,58.637,,"LINESTRING (16.111931723789546 45.66744458983233, 16.413784818458154 45.45249239916493)",89819945,170366194,31T-0000-A-0019M,HOPS,Mraclin,TE Sisak,220,,,,,,,780.0,,,171.6,False
797,220 kV Zerjavinec - Mraclin 247,2.11,10.82,7.339e-05,26.4,,"LINESTRING (16.16273069829474 45.8760846741548, 16.111931723789546 45.66744458983233)",89820062T,89819945,31T-0000-A-0004Z,HOPS,Zerjavinec,Mraclin,220,,,,,,,780.0,,,171.6,False
798,220 kV Pehlin - Plomin 284,2.73,19.04,0.00012941,46.22,,"LINESTRING (14.408791013493495 45.354799688351584, 14.166639020401664 45.13759095068813)",96722667,210745193,31T-0000-A-0014W,HOPS,Pehlin,Plomin,220,,,,,,,950.0,,,209.0,False
799,400 kV Zerjavinec - Tumbri 477,1.83,19.03,0.00021106,61.0,,"LINESTRING (16.16273069829474 45.8760846741548, 15.869315524690652 45.681494164982986)",89820062,89818719,31T-0000-A-00030,HOPS,Zerjavinec,Tumbri,400,,,,,,,1900.0,,,760.0,False
800,Albertirsa - God,1.474,18.066,0.00026263714584010673,65.22,,"LINESTRING (19.58058961052992 47.22448555178197, 19.162471390835982 47.69224259917039)",142109093,100872886,15T-M0000003237K,MAVIR,Albertirsa,God,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
801,Albertirsa - Jozsa,2.4697,47.4811,0.0006593260502088899,168.0,,"LINESTRING (19.58058961052992 47.22448555178197, 21.51141452167433 47.61607867295489)",142109093,293340652,15T-M0000003425J,MAVIR,Albertirsa,Jozsa,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
802,Albertirsa - Kerepes ,0.963,11.804,0.0001715309588860027,42.6,,"LINESTRING (19.58058961052992 47.22448555178197, 19.328065568199435 47.53598318016545)",142109093,464834617,15T-M0000003238I,MAVIR,Albertirsa,Kerepes,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
803,Albertirsa - Martonvasar,1.722,20.505,0.0002503221026380347,67.47,,"LINESTRING (19.58058961052992 47.22448555178197, 18.833194336411143 47.3377517985752)",142109093,100804905,15T-M0000003351M,MAVIR,Albertirsa,Martonvasar,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
804,Albertirsa - Szigetcsep,1.399,16.149,0.00019257962966505432,52.6,,"LINESTRING (19.58058961052992 47.22448555178197, 18.943273973087862 47.27570791492139)",142109093,503615215,15T-M0000003335K,MAVIR,Albertirsa,Szigetcsep,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
805,Albertirsa - Szolnok,1.332,15.442,0.00015079644737231007,46.16,,"LINESTRING (19.58058961052992 47.22448555178197, 20.147962066669336 47.20531334345898)",142109093,252028146,15T-M0000002902G,MAVIR,Albertirsa,Szolnok,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
806,Bekescsaba - Sandorfalva,2.61,29.08,0.00032587740595686933,92.01,,"LINESTRING (21.01426776343557 46.70685390746823, 20.128398472246765 46.30634816913575)",195168461,100962927,15T-M00000001283,MAVIR,Bekescsaba,Sandorfalva,400,1600.0,1600.0,1600.0,1600.0,,,,,,640.0,False
807,Bekescsaba - Szolnok,3.119,38.623,0.00037730527769613413,113.3,,"LINESTRING (21.01426776343557 46.70685390746823, 20.147962066669336 47.20531334345898)",195168461,252028146,15T-M0000002903E,MAVIR,Bekescsaba,Szolnok,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
808,Bicske Del - Gonyu,3.088775,33.75835515047099,0.00038662828727731264,107.8,,"LINESTRING (18.65306674961196 47.47302749228989, 17.80487082817465 47.73441265002582)",254847446,142106943,15T-M00000029351,MAVIR,Bicske Del,Gonyu,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
809,Bicske Del - Martonvasar,0.51240525,5.740936573484124,0.0001298446299996486,24.54,,"LINESTRING (18.65306674961196 47.47302749228989, 18.833194336411143 47.3377517985752)",254847446,100804905,15T-M00000030240,MAVIR,Bicske Del,Martonvasar,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
810,Dunamenti - Oroszlany,2.8184050000000003,21.142709778363802,0.00019695321649089843,60.2,,"LINESTRING (18.91569019437143 47.32714136661012, 18.26802984219656 47.502302441734834)",100804921,244038276,15T-M0000000303B,MAVIR,Dunamenti,Oroszlany,220,800.0,730.0,640.0,730.0,,,,,,176.0,False
811,God - Kerepes,0.522,6.401,9.299114254625787e-05,23.1,,"LINESTRING (19.162471390835982 47.69224259917039, 19.328065568199435 47.53598318016545)",100872886,464834617,15T-M0000003239G,MAVIR,God,Kerepes,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
812,God - Sajoszoged,4.06,42.24,0.0005516636699703677,144.81,,"LINESTRING (19.162471390835982 47.69224259917039, 20.969864222342363 47.94293009073979)",100872886,155227474,15T-M00000004029,MAVIR,God,Sajoszoged,400,1600.0,1600.0,1600.0,1600.0,,,,,,640.0,False
813,Gonyu - Gyor,0.424,4.628,5.3092915845667505e-05,14.8,,"LINESTRING (17.80487082817465 47.73441265002582, 17.69353919510682 47.67317579242793)",142106943,124244078,15T-M000002791-J,MAVIR,Gonyu,Gyor,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
814,Gyor - Liter,2.128695,24.47043088662656,0.0002531090433251449,74.3,,"LINESTRING (17.69353919510682 47.67317579242793, 18.018338291880685 47.10709293169299)",124244078,65034002,15T-M00000004231,MAVIR,Gyor,Liter,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
815,Gyor - Oroszlany,1.4325,15.4462,0.00017413848078848227,48.9,,"LINESTRING (17.69353919510682 47.67317579242793, 18.26802984219656 47.502302441734834)",124244078T,244038276,15T-M00000004207,MAVIR,Gyor,Oroszlany,220,1000.0,1000.0,1000.0,1000.0,,,,,,220.0,False
816,Gyor - Szombathely,3.11,35.2,0.0003223274062583128,112.7,,"LINESTRING (17.69353919510682 47.67317579242793, 16.679366460639443 47.23135829661653)",124244078,166155511,15T-M0000002523O,MAVIR,Gyor,Szombathely,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
817,Heviz - Liter,2.81,28.74,0.0003138451060936203,89.6,,"LINESTRING (17.170136160350594 46.79109228568549, 18.018338291880685 47.10709293169299)",96705565,65034002,15T-M00000004995,MAVIR,Heviz,Liter,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
818,Heviz - Szombathely 1,2.23,24.42,0.0002784079409611275,77.8,,"LINESTRING (17.170136160350594 46.79109228568549, 16.679366460639443 47.23135829661653)",96705565,166155511,15T-M00000027650,MAVIR,Heviz,Szombathely 1,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
819,Heviz - Szombathely 2,2.23,24.42,0.0002784079409611275,77.8,,"LINESTRING (17.170136160350594 46.79109228568549, 16.679366460639443 47.23135829661653)",96705565,166155511,15T-M0000002766Z,MAVIR,Heviz,Szombathely 2,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
820,Heviz - Toponar,3.23,33.13,0.00036191147369354416,103.79,,"LINESTRING (17.170136160350594 46.79109228568549, 17.836300454303043 46.41457426774776)",96705565,113570302,15T-M00000004979,MAVIR,Heviz,Toponar,400,1600.0,1600.0,1600.0,1600.0,,,,,,640.0,False
821,Jozsa - Sajoszoged,1.6611365,19.626036980522187,0.00019248472305727037,58.08,,"LINESTRING (21.51141452167433 47.61607867295489, 20.969864222342363 47.94293009073979)",293340652,155227474,15T-M0000003052W,MAVIR,Jozsa,Sajoszoged,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
822,Kisvarda - Sajoszoged,7.16,40.57,0.00025855307539043995,96.41,,"LINESTRING (22.074692602300345 48.20188630149576, 20.969864222342363 47.94293009073979)",289912792,155227474T,15T-M0000000692B,MAVIR,Kisvarda,Sajoszoged,220,600.0,600.0,600.0,600.0,,,,,,132.0,False
823,Liter - Martonvasar,2.03,24.3,0.00023624776754995247,71.1,,"LINESTRING (18.018338291880685 47.10709293169299, 18.833194336411143 47.3377517985752)",65034002,100804905,15T-M0000000780E,MAVIR,Liter,Martonvasar,400,2000.0,2000.0,1800.0,2000.0,,,,,,800.0,False
824,Liter - Paks,4.72,32.89,0.000318557495074005,96.57,,"LINESTRING (18.018338291880685 47.10709293169299, 18.858215636428188 46.57018986403191)",65034002,100788162,15T-M0000000781C,MAVIR,Liter,Paks,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
825,Martonvasar - Perkata,0.6944,11.0587,0.00013364335148370978,36.42,,"LINESTRING (18.833194336411143 47.3377517985752, 18.75394734999996 47.05271129999999)",100804905,325372656,15T-M0000003193E,MAVIR,Martonvasar,Perkata,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
826,Martonvasar - Szigetcsep,0.452,5.767,7.382742735936015e-05,19.5,,"LINESTRING (18.833194336411143 47.3377517985752, 18.943273973087862 47.27570791492139)",100804905,503615215,15T-M0000003336I,MAVIR,Martonvasar,Szigetcsep,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
827,Paks - Pecs 1,2.384,25.607,0.00023310617489636262,81.63,,"LINESTRING (18.858215636428188 46.57018986403191, 18.30643160140852 46.078115506432624)",100788162,33846555,15T-M0000002266I,MAVIR,Paks,Pecs 1,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
828,Paks - Pecs 2,2.384,25.607,0.00023310617489636262,81.63,,"LINESTRING (18.858215636428188 46.57018986403191, 18.30643160140852 46.078115506432624)",100788162,33846555,15T-M0000002267G,MAVIR,Paks,Pecs 2,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
829,Paks - Perkata,1.13,17.9973,0.00021749245940802137,59.27,,"LINESTRING (18.858215636428188 46.57018986403191, 18.75394734999996 47.05271129999999)",100788162,325372656,15T-M0000003194C,MAVIR,Paks,Perkata,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
830,Paks - Sandorfalva,3.21,37.99,0.00037290704798110847,112.32,,"LINESTRING (18.858215636428188 46.57018986403191, 20.128398472246765 46.30634816913575)",100788162,100962927,15T-M00000010193,MAVIR,Paks,Sandorfalva,400,1600.0,1600.0,1600.0,1600.0,,,,,,640.0,False
831,Paks - Toponar,2.63,30.79,0.0003081902393171587,91.9,,"LINESTRING (18.858215636428188 46.57018986403191, 17.836300454303043 46.41457426774776)",100788162,113570302,15T-M0000001020I,MAVIR,Paks,Toponar,400,1600.0,1600.0,1600.0,1600.0,,,,,,640.0,False
832,Sajoszoged - Tiszalok,2.37,12.57,7.979645340118074e-05,29.9,,"LINESTRING (20.969864222342363 47.94293009073979, 21.303491424081624 48.02325613946898)",155227474T,251018026,15T-M0000001128Z,MAVIR,Sajoszoged,Tiszalok,220,600.0,600.0,600.0,600.0,,,,,,132.0,False
833,Szabolcsbaka - Jozsa,1.2002,22.9991,0.00031896590211897175,81.32,,"LINESTRING (22.1674534644767 48.146220305221405, 21.51141452167433 47.61607867295489)",859708761T,293340652,15T-M0000003424L,MAVIR,Szabolcsbaka,Jozsa,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
834,Sajoszoged - Detk I.,6.04,26.86,0.0002544690049407732,78.0,,"LINESTRING (20.969864222342363 47.94293009073979, 20.107450928233767 47.77376506083704)",155227474T,251991299,15T-M00000002433,MAVIR,Sajoszoged,Detk,220,600.0,600.0,600.0,600.0,,,,,,132.0,False
835,Sajoszoged - Detk II.,5.65,29.44,0.00019069467407290043,70.7,,"LINESTRING (20.969864222342363 47.94293009073979, 20.107450928233767 47.77376506083704)",155227474T,251991299,15T-M00000002441,MAVIR,Sajoszoged,Detk,220,600.0,600.0,600.0,600.0,,,,,,132.0,False
836,Detk - Szolnok,3.69,27.09,0.00017247343668207963,64.5,,"LINESTRING (20.107450928233767 47.77376506083704, 20.147962066669336 47.20531334345898)",251991299,252028146T,15T-M000000245-R,MAVIR,Detk,Szolnok,220,900.0,900.0,900.0,900.0,,,,,,198.0,False
837,Detk - Zugló I.,7.1,30.92,0.0002211681228127214,92.61,,"LINESTRING (20.107450928233767 47.77376506083704, 19.133272626871207 47.53165550393821)",251991299,9470706,15T-M0000000246Y,MAVIR,Detk,Zuglo,220,820.0,730.0,640.0,730.0,,,,,,180.4,False
838,Detk - Zugló II.,6.74,35.08,0.00022776546738525997,84.5,,"LINESTRING (20.107450928233767 47.77376506083704, 19.133272626871207 47.53165550393821)",251991299,9470706,15T-M0000000247W,MAVIR,Detk,Zuglo,220,820.0,730.0,640.0,730.0,,,,,,180.4,False
839,Dunamenti - Martonvasar I.,0.42,3.03,1.9792033717615698e-05,7.24,,"LINESTRING (18.91569019437143 47.32714136661012, 18.833194336411143 47.3377517985752)",100804921,100804905T,15T-M0000000299D,MAVIR,Dunamenti,Martonvasar,220,1360.0,1240.0,1120.0,1240.0,,,,,,299.2,False
840,Dunamenti - Martonvasar II.,0.42,3.03,1.9792033717615698e-05,7.26,,"LINESTRING (18.91569019437143 47.32714136661012, 18.833194336411143 47.3377517985752)",100804921,100804905T,15T-M0000000300H,MAVIR,Dunamenti,Martonvasar,220,1360.0,1240.0,1120.0,1240.0,,,,,,299.2,False
841,Dunamenti - Ocsa I.,1.69,8.78,0.00010398671683382216,28.29,,"LINESTRING (18.91569019437143 47.32714136661012, 19.206411732768068 47.3202175335064)",100804921,100844170,15T-M0000000301F,MAVIR,Dunamenti,Ocsa,220,1460.0,1300.0,1140.0,1300.0,,,,,,321.2,False
842,Dunamenti - Ocsa II.,1.69,8.78,0.00010398671683382216,28.23,,"LINESTRING (18.91569019437143 47.32714136661012, 19.206411732768068 47.3202175335064)",100804921,100844170,15T-M0000000302D,MAVIR,Dunamenti,Ocsa,220,1460.0,1300.0,1140.0,1300.0,,,,,,321.2,False
843,God - Zuglo,1.64,6.89,6.911503837897546e-05,20.95,,"LINESTRING (19.162471390835982 47.69224259917039, 19.133272626871207 47.53165550393821)",100872886T,9470706,15T-M0000002407Q,MAVIR,God,Zuglo,220,600.0,600.0,600.0,600.0,,,,,,132.0,False
844,Ocsa - Zuglo,2.99,15.63,0.00018598228509251574,51.65,,"LINESTRING (19.206411732768068 47.3202175335064, 19.133272626871207 47.53165550393821)",100844170,9470706,15T-M00000009547,MAVIR,Ocsa,Zuglo,220,1200.0,1200.0,1140.0,1200.0,,,,,,264.0,False
845,Sajoszoged - Szolnok,9.42,50.09,0.0002962521872335175,114.77,,"LINESTRING (20.969864222342363 47.94293009073979, 20.147962066669336 47.20531334345898)",155227474T,252028146T,15T-M00000011270,MAVIR,Sajoszoged,Szolnok,220,600.0,600.0,600.0,600.0,,,,,,132.0,False
846,Sajoszoged - Felsozsolca I.,0.72,8.45,8.418999999999999e-05,25.17,,"LINESTRING (20.969864222342363 47.94293009073979, 20.85356932476212 48.12090583849516)",155227474,155803703,15T-M0000000370X,MAVIR,Sajoszoged,Felsozsolca,400,1600.0,1600.0,1600.0,1600.0,,,,,,640.0,False
847,Sajoszoged - Felsozsolca II.,0.72,8.44,8.418999999999999e-05,25.12,,"LINESTRING (20.969864222342363 47.94293009073979, 20.85356932476212 48.12090583849516)",155227474,155803703,15T-M0000000371V,MAVIR,Sajoszoged,Felsozsolca,400,1600.0,1600.0,1600.0,1600.0,,,,,,640.0,False
848,Felsozsolca - Sajoivanka,0.82,9.72,9.676e-05,28.89,,"LINESTRING (20.85356932476212 48.12090583849516, 20.590938846476764 48.26174033994116)",155803703,167896114,15T-M0000000369I,MAVIR,Felsozsolca,Sajoivanka,400,1600.0,1600.0,1600.0,1600.0,,,,,,640.0,False
849,Buj - Sajoszoged,1.3321,16.4651,0.0002064026373,55.22,,"LINESTRING (21.64366607892024 48.06467452229934, 20.969864222342363 47.94293009073979)",986231091,155227474,15T-M0000003788K,MAVIR,Buj,Sajoszoged,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
850,Szabolcsbaka - Buj,1.102,13.1612,0.0001632685702,43.89,,"LINESTRING (22.1674534644767 48.146220305221405, 21.64366607892024 48.06467452229934)",859708761T,986231091,15T-M0000003787M,MAVIR,Szabolcsbaka,Buj,400,2000.0,2000.0,2000.0,2000.0,,,,,,800.0,False
851,PIASECZNO-KOZIENICE,5.808,35.579,0.0002511983,88.8,,"LINESTRING (21.03557235338903 52.09123327323909, 21.455742467284548 51.66246102784337)",29098336,173582810T,19T1100000066830,PSE,PIASECZNO,KOZIENICE,220,1345.0,1312.5,1280.0,1312.5,,,,1195.0,1410.0,310.2,False
852,JOACHIMOW-ROGOWIEC,4.448,32.021,0.0002159504,78.1,,"LINESTRING (19.31664465190049 50.7600330919747, 19.328538005835668 51.31611791431296)",241842600T,293484891T,14T-220-0-002027,PSE,JOACHIMOW,ROGOWIEC,220,995.0,942.5,890.0,942.5,,,,750.0,1100.0,242.0,False
853,JOACHIMOW-ROGOWIEC,3.9785,28.111,0.00020152889999999998,70.6,,"LINESTRING (19.31664465190049 50.7600330919747, 19.328538005835668 51.31611791431296)",241842600T,293484891T,19T110000006684Z,PSE,JOACHIMOW,ROGOWIEC,220,830.0,755.0,680.0,755.0,,,,475.0,980.0,215.6,False
854,SOCHACZEW-KONIN,8.2183,60.302,0.0004043388,146.3,,"LINESTRING (20.258790558741964 52.23267589562565, 18.2703328221784 52.286669315448776)",145037309,216975352,19T110000006685X,PSE,SOCHACZEW,KONIN,220,830.0,755.0,680.0,755.0,,,,475.0,980.0,215.6,False
855,ZGIERZ-ADAMOW,6.3114,33.27,0.0002085537,78.3,,"LINESTRING (19.383450608570108 51.83081583366591, 18.541920571654472 52.01204176350292)",101982559,171383831,19T110000006686V,PSE,ZGIERZ,ADAMOW,220,645.0,587.5,530.0,587.5,,,,370.0,760.0,167.2,False
856,PABIANICE-ADAMOW,5.1594,30.792,0.0001903512,72.0,,"LINESTRING (19.367827006438542 51.67760334783373, 18.541920571654472 52.01204176350292)",102165724,171383831,14T-221-0-00206Q,PSE,PABIANICE,ADAMOW,220,895.0,847.5,800.0,847.5,,,,675.0,990.0,217.8,False
857,PODOLSZYCE-PATNOW,6.9502,51.928,0.0003322521,123.4,,"LINESTRING (19.73578228780272 52.53669934860053, 18.234986535587893 52.30511153971919)",171992870,255284259T,14T-220-0-00207Y,PSE,PODOLSZYCE,PATNOW,220,830.0,755.0,680.0,755.0,,,,475.0,980.0,215.6,False
858,LOSNICE-KIELCE,7.3084,40.869,0.0002421074,93.5,,"LINESTRING (19.461943411466454 50.49680073184133, 20.41507740455554 50.89982876670864)",153838553,199098050T,14T-220-0-00208W,PSE,LOSNICE,KIELCE,220,645.0,587.5,530.0,587.5,,,,370.0,760.0,167.2,False
859,JOACHIMOW-KIELCE,5.8903,35.511,0.00021803720000000001,82.7,,"LINESTRING (19.31664465190049 50.7600330919747, 20.41507740455554 50.89982876670864)",241842600T,199098050T,19T110000006687T,PSE,JOACHIMOW,KIELCE,220,895.0,847.5,800.0,847.5,,,,675.0,990.0,217.8,False
860,GROSZOWICE-ZABKOWICE,5.2901,39.528,0.0002580579,94.8,,"LINESTRING (17.971418237642588 50.61335394011374, 16.78993314638158 50.59405748814689)",336990960,179279860,19T000000000448S,PSE,GROSZOWICE,ZABKOWICE,220,1005.0,947.5,890.0,947.5,,,,735.0,1120.0,246.4,False
861,BYDGOSZCZ ZA-PILA KRZEWINA,2.3184,24.21,0.0003250207,82.8,,"LINESTRING (17.878034596572494 53.08870295866622, 16.87298410849672 53.07815904251689)",255293400,238640596,19T110000006455D,PSE,BYDGOSZCZ ZA,PILA KRZEWINA,220,1500.0,1500.0,1500.0,1500.0,,,,1500.0,1500.0,330.0,False
862,BYDGOSZCZ ZA-PILA KRZEWINA,2.3184,24.219,0.00032520659999999996,82.8,,"LINESTRING (17.878034596572494 53.08870295866622, 16.87298410849672 53.07815904251689)",255293400,238640596,19T110000006456B,PSE,BYDGOSZCZ ZA,PILA KRZEWINA,220,1500.0,1500.0,1500.0,1500.0,,,,1500.0,1500.0,330.0,False
863,PATNOW-WLOCLAWEK AZ,5.4111,32.481,0.0001959091,75.0,,"LINESTRING (18.234986535587893 52.30511153971919, 18.95947057401492 52.70064705446004)",255284259T,72879943,19T000000000449Q,PSE,PATNOW,WLOCLAWEK AZ,220,850.0,800.0,750.0,800.0,,,,615.0,950.0,209.0,False
864,JASINIEC-PATNOW,8.14,43.12,0.00026846,100.6,,"LINESTRING (18.10777603223455 53.13552223339681, 18.234986535587893 52.30511153971919)",46235456T,255284259T,19T0000000004504,PSE,JASINIEC,PATNOW,220,940.0,885.0,830.0,885.0,,,,680.0,1050.0,231.0,False
865,PILA KRZEWINA-ZYDOWO,7.3423,48.1,0.00029942149999999997,112.8,,"LINESTRING (16.87298410849672 53.07815904251689, 16.71025243083803 54.02414032705076)",238640596,178838661,19T000000006401O,PSE,PILA KRZEWINA,ZYDOWO,220,705.0,642.5,580.0,642.5,,,,405.0,720.0,158.4,False
866,MORY-KOZIENICE,7.0712,37.428,0.0002631198,93.2,,"LINESTRING (20.877574958108568 52.21445305544241, 21.455742467284548 51.66246102784337)",29115701,173582810T,14T-220-0-002205,PSE,MORY,KOZIENICE,220,1585.1,1557.6,1530.1,1557.6,,,,1455.0,1600.0,352.0,False
867,OSTROLEKA-OLSZTYN,3.4316,34.582,0.00032952480000000004,123.5,,"LINESTRING (21.62328907325667 53.10695732515023, 20.529140965866542 53.802992206483175)",121656686T,101915790,19T000000000456T,PSE,OSTROLEKA,OLSZTYN,220,1190.0,1140.0,1090.0,1140.0,,,,960.0,1290.0,283.8,False
868,POLANIEC-KLIKOWA,1.8005,20.918,0.0002239256,64.0,,"LINESTRING (21.331951681625576 50.44263019862361, 20.94501449745567 50.06379347170648)",199098053T,191035265,14T-220-0-002221,PSE,POLANIEC,KLIKOWA,220,1250.0,1250.0,1250.0,1250.0,,,,1250.0,1250.0,275.0,False
869,DOBRZEN-PASIKUROWICE,3.056,32.4,0.0003398813,98.2,,"LINESTRING (17.87346504977899 50.74633138081378, 17.11912042279495 51.21375111784079)",255277953,79033485,19T000000000377P,PSE,DOBRZEN,PASIKUROWICE,400,1700.0,1600.0,1500.0,1600.0,,,,1230.0,1900.0,760.0,False
870,MILOSNA-KOZIENICE,2.4,24.096,0.000252,71.8,,"LINESTRING (21.2893728759338 52.22700520918752, 21.455742467284548 51.66246102784337)",99593626,173582810,19T110000006688R,PSE,MILOSNA,KOZIENICE,400,2010.0,1895.0,1780.0,1895.0,,,,1470.0,2240.0,896.0,False
871,POLANIEC-TARNOW,2.704,31.2,0.0003375625,96.0,,"LINESTRING (21.331951681625576 50.44263019862361, 20.965026750383405 49.969415990296376)",199098053,166710856,19T000000006396S,PSE,POLANIEC,TARNOW,400,1500.0,1500.0,1359.0,1500.0,,,,950.0,1250.0,600.0,False
872,JOACHIMOW-ROGOWIEC,2.192,25.104,0.0002734,78.0,,"LINESTRING (19.31664465190049 50.7600330919747, 19.328538005835668 51.31611791431296)",241842600,293484891,19T110000006689P,PSE,JOACHIMOW,ROGOWIEC,400,2000.0,2000.0,1900.7,2000.0,,,,1610.0,2000.0,800.0,False
873,TUCZNAWA-ROGOWIEC,3.744,43.264,0.0004682375,133.1,,"LINESTRING (19.331685555882856 50.37689556982401, 19.328538005835668 51.31611791431296)",40946784,293484891,19T0000000064292,PSE,TUCZNAWA,ROGOWIEC,400,2000.0,2000.0,1900.7,2000.0,,,,1610.0,2000.0,800.0,False
874,GRUDZIADZ-PLOCK,3.472,40.208,0.0004193625,121.5,,"LINESTRING (18.80463282892572 53.44672924498167, 19.719379564154703 52.635865678432125)",46092396,144646702,19T000000000291Z,PSE,GRUDZIADZ,PLOCK,400,2000.0,1894.4,1779.6,1894.4,,,,1470.0,2000.0,800.0,False
875,RZESZOW-TARNOW,2.416,28.112,0.0003011812,86.1,,"LINESTRING (21.87104688692253 50.1914848080771, 20.965026750383405 49.969415990296376)",215282393,166710856,19T110000006445G,PSE,RZESZOW,TARNOW,400,1200.0,1200.0,1200.0,1200.0,,,,950.0,1200.0,480.0,False
876,TREBACZEW-DOBRZEN,5.68,57.872,0.0005993375,175.1,,"LINESTRING (18.90783235080762 51.14274256996264, 17.87346504977899 50.74633138081378)",171917072,255277953,19T110000006442M,PSE,TREBACZEW,DOBRZEN,400,1410.0,1285.0,1160.0,1285.0,,,,810.0,1660.0,664.0,False
877,TARNOW-KROSNO ISKRZYNIA,2.304,23.136,0.0003200813,82.0,,"LINESTRING (20.965026750383405 49.969415990296376, 21.852623301641906 49.68822606456644)",166710856,166838338,19T000000000296P,PSE,TARNOW,KROSNO ISKRZYNIA,400,2000.0,2000.0,2000.0,2000.0,,,,1920.0,2000.0,800.0,False
