name,Full Name,EIC_Code,TSO,Maximum Current Imax (A) primary Min,Maximum Current Imax (A) primary Max,Maximum Current Imax (A) primary Fixed,Voltage_level(kV) Primary,Voltage_level(kV) Secondary,r,x,b,g,Taps used for RAO,Theta θ (°),Symmetrical/Asymmetrical,Phase Regulation δu (%),Angle Regulation δu (%),Comment,geometry,bus0,s_nom,bus1
361,TR 400/225kV 761 TRICASTIN-POSTE (LE),17T000000018368A,RTE,2654.0,2654.0,,400.0,225.0,9.419743782969105e-05,0.047946495855312736,,,,,,,,,POINT (4.715014039217039 44.32943108739138),11278540,1061.6,11278540T
362,TR 400/225kV 762 TRICASTIN-POSTE (LE),17T0000000183698,RTE,2654.0,2654.0,,400.0,225.0,9.419743782969105e-05,0.047946495855312736,,,,,,,,,POINT (4.715014039217039 44.32943108739138),11278540,1061.6,11278540T
363,TR 400/225kV 765 TRICASTIN-POSTE (LE),17T000000018370N,RTE,2654.0,2654.0,,400.0,225.0,9.419743782969105e-05,0.047946495855312736,,,,,,,,,POINT (4.715014039217039 44.32943108739138),11278540,1061.6,11278540T
364,TR 400/225kV 766 TRICASTIN-POSTE (LE),17T000000018371L,RTE,2654.0,2654.0,,400.0,225.0,9.419743782969105e-05,0.047946495855312736,,,,,,,,,POINT (4.715014039217039 44.32943108739138),11278540,1061.6,11278540T
365,TR 400/225kV 761 VALDIVIENNE,17T000000015805T,RTE,847.0,921.0,,400.0,225.0,5.428881650380022e-05,0.18485342019543974,,,,,,,,,POINT (0.648894860355023 46.46572161955537),105690676,368.4,105690676T
366,TR 400/225kV 762 VALDIVIENNE,17T000000015806R,RTE,847.0,921.0,,400.0,225.0,0.0004614549402823019,0.18783930510314878,,,,,,,,,POINT (0.648894860355023 46.46572161955537),105690676,368.4,105690676T
164,TR 400/225kV 762 ALBERTVILLE,17T000000014478N,RTE,1659.0,1803.0,,400.0,225.0,0.0003327787021630615,0.059761508596783135,,,,,,,,,POINT (6.418252587318362 45.66191433169308),56998024,721.2,56998024T
165,TR 400/225kV 763 ALBERTVILLE,17T000000016016E,RTE,1575.0,1803.0,,400.0,225.0,0.00015252357182473654,0.06364392678868552,,,,,,,,,POINT (6.418252587318362 45.66191433169308),56998024,721.2,56998024T
280,TR 400/225kV 761 MARMAGNE,17T0000000151822,RTE,1659.0,1803.0,,400.0,225.0,0.00015252357182473654,0.06360232945091514,,,,,,,,,POINT (2.2603565222038102 47.10193725938209),23286313,721.2,23286313T
227,TR 400/225kV 761 CUBNEZAIS,17T000000014694H,RTE,1655.0,1800.0,,400.0,225.0,0.0004027777777777777,0.06222222222222222,,,,,,,,,POINT (-0.4355296546209813 45.06876009183591),235370803,720.0,235370803T
228,TR 400/225kV 762 CUBNEZAIS,17T000000014695F,RTE,1655.0,1800.0,,400.0,225.0,6.944444444444444e-05,0.058888888888888886,,,,,,,,,POINT (-0.4355296546209813 45.06876009183591),235370803,720.0,235370803T
396,TR 400/225kV 761 WEPPES,17T000000014466U,RTE,1659.0,1803.0,,400.0,225.0,0.00042983915696062115,0.06433721575152523,,,,,,,,,POINT (2.894944190777102 50.64433889523531),85605959,721.2,85605959T
397,TR 400/225kV 762 WEPPES,17T000000014467S,RTE,1659.0,1803.0,,400.0,225.0,0.00037437603993344424,0.06336661120354964,,,,,,,,,POINT (2.894944190777102 50.64433889523531),85605959,721.2,85605959T
251,TR 400/225kV 761 GRANZAY,17T0000000148876,RTE,1659.0,1803.0,,400.0,225.0,0.00026344980587909037,0.062257348863006094,,,,,,,,,POINT (-0.5185456036053672 46.21868203266918),105630888,721.2,105630888T
252,TR 400/225kV 762 GRANZAY,17T0000000148884,RTE,1659.0,1803.0,,400.0,225.0,0.0003327787021630615,0.062396006655574036,,,,,,,,,POINT (-0.5185456036053672 46.21868203266918),105630888,721.2,105630888T
253,TR 400/225kV 763 GRANZAY,17T0000000148892,RTE,1659.0,1803.0,,400.0,225.0,0.00042983915696062115,0.0632279534109817,,,,,,,,,POINT (-0.5185456036053672 46.21868203266918),105630888,721.2,105630888T
325,TR 400/225kV 764 REVIGNY,17T000000015487H,RTE,850.0,925.0,,400.0,225.0,0.0015945945945945944,0.1872972972972973,,,,,,,,,POINT (4.998007903343888 48.81786201434056),138382023,370.0,138382023T
326,TR 400/225kV 765 REVIGNY,17T000000015938A,RTE,1659.0,1803.0,,400.0,225.0,0.00012479201331114806,0.0593455352190793,,,,,,,,,POINT (4.998007903343888 48.81786201434056),138382023,721.2,138382023T
234,TR 400/225kV 764 DOMLOUP,17T000000014725W,RTE,1659.0,1803.0,,400.0,225.0,0.00034664448141985576,0.060593455352190795,,,,,,,,,POINT (-1.5561146152403968 48.09291698283421),85995894,721.2,85995894T
235,TR 400/225kV 765 DOMLOUP,17T000000014726U,RTE,1659.0,1803.0,,400.0,225.0,0.00012479201331114806,0.059068219633943424,,,,,,,,,POINT (-1.5561146152403968 48.09291698283421),85995894,721.2,85995894T
195,TR 400/225kV 761 CALAN,17T000000016006H,RTE,1540.0,1803.0,,400.0,225.0,0.0001136993899057127,0.0637132556849695,,,,,,,,,POINT (-3.302988870976443 47.88070051817289),210389707,721.2,210389707T
343,TR 400/225kV 762 SIERENTZ,17T000000015606Z,RTE,840.0,913.0,,400.0,225.0,0.0015334063526834614,0.19140197152245347,,,,,,,,,POINT (7.472244907481821 47.64663556568658),49049745,365.2,49049745T
344,TR 400/225kV 764 SIERENTZ,17T000000015607X,RTE,840.0,913.0,,400.0,225.0,0.001697699890470975,0.19140197152245347,,,,,,,,,POINT (7.472244907481821 47.64663556568658),49049745,365.2,49049745T
272,TR 400/225kV 761 MAMBELIN,17T000000015150F,RTE,840.0,913.0,,400.0,225.0,0.0006024096385542169,0.19167579408543264,,,,,,,,,POINT (6.663591631876476 47.36726218345579),39389229,365.2,39389229T
273,TR 400/225kV 762 MAMBELIN,17T000000015151D,RTE,840.0,913.0,,400.0,225.0,0.00052026286966046,0.19414019715224537,,,,,,,,,POINT (6.663591631876476 47.36726218345579),39389229,365.2,39389229T
274,TR 400/225kV 763 MAMBELIN,17T000000015152B,RTE,840.0,913.0,,400.0,225.0,0.0004654983570646222,0.18811610076670318,,,,,,,,,POINT (6.663591631876476 47.36726218345579),39389229,365.2,39389229T
229,TR 400/225kV 761 DAMBRON,17T0000000147051,RTE,1655.0,1800.0,,400.0,225.0,0.000125,0.058888888888888886,,,,,,,,,POINT (1.855706801990768 48.1068751002881),86260748,720.0,86260748T
340,TR 400/225kV 761 SCHEER,17T000000015574M,RTE,1659.0,1803.0,,400.0,225.0,0.00016361619523017193,0.054450915141430946,,,,,,,,,POINT (7.519253196765959 48.35673002339588),214483816,721.2,214483816T
169,TR 400/225kV 761 ATTAQUES (LES),17T000000014162D,RTE,847.0,921.0,,400.0,225.0,2.714440825190011e-05,0.2016829533116178,,,,,,,,,POINT (1.913830101628324 50.921110276768616),85198005,368.4,85198005T
170,TR 400/225kV 762 ATTAQUES (LES),17T000000014163B,RTE,847.0,921.0,,400.0,225.0,0.0010043431053203041,0.18485342019543974,,,,,,,,,POINT (1.913830101628324 50.921110276768616),85198005,368.4,85198005T
254,TR 400/225kV 761 GROSNE,17T0000000148965,RTE,1659.0,1803.0,,400.0,225.0,0.00031891292290626733,0.062396006655574036,,,,,,,,,POINT (4.711010142453491 46.62957828984784),122563466,721.2,122563466T
255,TR 400/225kV 762 GROSNE,17T0000000148973,RTE,1659.0,1803.0,,400.0,225.0,0.00013865779256794233,0.06295063782584581,,,,,,,,,POINT (4.711010142453491 46.62957828984784),122563466,721.2,122563466T
398,TR 400/225kV 761 YVELINES-OUEST,17T000000015900Z,RTE,1659.0,1803.0,,400.0,225.0,0.00015529672767609538,0.059761508596783135,,,,,,,,,POINT (1.8288185348619967 48.80437562641003),117350758,721.2,117350758T
357,TR 400/225kV 763 TOURBE,17T000000014432A,RTE,1661.0,1806.0,,400.0,225.0,0.0003322259136212625,0.06395348837209303,,,,,,,,,POINT (-0.2642733540252699 49.10824354913046),85895367,722.4,85895367T
358,TR 400/225kV 764 TOURBE,17T0000000144338,RTE,1661.0,1806.0,,400.0,225.0,0.00040143964562569214,0.06298449612403101,,,,,,,,,POINT (-0.2642733540252699 49.10824354913046),85895367,722.4,85895367T
306,TR 400/225kV 761 NEOULES,17T000000015293U,RTE,1659.0,1803.0,,400.0,225.0,0.000180255130338325,0.05823627287853577,,,,,,,,,POINT (6.022482457568344 43.27631415693425),93189928,721.2,93189928T
307,TR 400/225kV 762 NEOULES,17T000000015294S,RTE,1659.0,1803.0,,400.0,225.0,0.0003882418191902385,0.06253466444814199,,,,,,,,,POINT (6.022482457568344 43.27631415693425),93189928,721.2,93189928T
243,TR 400/225kV 761 GRANDE-ILE,17T000000014818P,RTE,847.0,921.0,,400.0,225.0,5.428881650380022e-05,0.19163952225841477,,,,,,,,,POINT (6.028007762136348 45.47076424063745),84182609,368.4,84182609T
244,TR 400/225kV 762 GRANDE-ILE,17T000000014819N,RTE,815.0,921.0,,400.0,225.0,0.001221498371335505,0.1932681867535288,,,,,,,,,POINT (6.028007762136348 45.47076424063745),84182609,368.4,84182609T
379,TR 400/225kV 765 VINCEY,17T000000015857A,RTE,1659.0,1803.0,,400.0,225.0,0.00012479201331114806,0.05879090404880754,,,,,,,,,POINT (6.32642301292458 48.35379543297753),81758476,721.2,81758476T
380,TR 400/225kV 766 VINCEY,17T0000000158588,RTE,1659.0,1803.0,,400.0,225.0,0.00040210759844703267,0.06267332224070993,,,,,,,,,POINT (6.32642301292458 48.35379543297753),81758476,721.2,81758476T
345,TR 400/225kV 761 ST-AVOLD,17T000000015647L,RTE,1659.0,1803.0,,400.0,225.0,0.000180255130338325,0.059068219633943424,,,,,,,,,POINT (6.703650244433096 49.138535647845536),129378915,721.2,129378915T
359,TR 400/225kV 761 TRANS,17T0000000159665,RTE,1560.0,1803.0,,400.0,225.0,0.00012479201331114806,0.06364392678868552,,,,,,,,,POINT (6.475146630571678 43.51007304351553),121297422,721.2,121297422T
360,TR 400/225kV 762 TRANS,17T0000000159673,RTE,1659.0,1803.0,,400.0,225.0,0.00015252357182473654,0.0632279534109817,,,,,,,,,POINT (6.475146630571678 43.51007304351553),121297422,721.2,121297422T
341,TR 400/225kV 761 SEREIN,17T000000015581P,RTE,1659.0,1803.0,,400.0,225.0,0.00012479201331114806,0.05920687742651137,,,,,,,,,POINT (3.7409523113776846 47.88650859660898),81228088,721.2,81228088T
342,TR 400/225kV 762 SEREIN,17T0000000156026,RTE,1659.0,1803.0,,400.0,225.0,0.00016638935108153076,0.05920687742651137,,,,,,,,,POINT (3.7409523113776846 47.88650859660898),81228088,721.2,81228088T
189,TR 400/225kV 761 BOISSE (LA),17T000000014572V,RTE,1659.0,1803.0,,400.0,225.0,9.706045479755962e-05,0.05879090404880754,,,,,,,,,POINT (5.023123495057105 45.838444542938426),24025291,721.2,24025291T
190,TR 400/225kV 762 BOISSE (LA),17T000000014573T,RTE,1659.0,1803.0,,400.0,225.0,0.00013865779256794233,0.055185801442041035,,,,,,,,,POINT (5.023123495057105 45.838444542938426),24025291,721.2,24025291T
353,TR 400/225kV 763 TAVEL,17T000000015763J,RTE,1660.0,1805.0,,400.0,225.0,0.00019390581717451525,0.05900277008310249,,,,,,,,,POINT (4.642847137153922 44.01497155555933),110086345,722.0,110086345T
354,TR 400/225kV 764 TAVEL,17T000000015764H,RTE,1660.0,1805.0,,400.0,225.0,0.0002077562326869806,0.05886426592797784,,,,,,,,,POINT (4.642847137153922 44.01497155555933),110086345,722.0,110086345T
257,TR 400/225kV 762 HAVRE (LE) (POSTE),17T0000000142815,RTE,1659.0,1803.0,,400.0,225.0,0.00015252357182473654,0.05892956184137548,,,,,,,,,POINT (0.1481989297050002 49.4777313174629),118244194,721.2,118244194T
258,TR 400/225kV 763 HAVRE (LE) (POSTE),17T0000000142823,RTE,1659.0,1803.0,,400.0,225.0,8.319467554076538e-05,0.05865224625623959,,,,,,,,,POINT (0.1481989297050002 49.4777313174629),118244194,721.2,118244194T
182,TR 400/225kV 761 BAYET,17T000000014547U,RTE,847.0,921.0,,400.0,225.0,0.001682953311617807,0.19001085776330076,,,,,,,,,POINT (3.2951427185568893 46.27305908210421),71933086,368.4,71933086T
183,TR 400/225kV 762 BAYET,17T000000014548S,RTE,775.0,910.0,,400.0,225.0,0.0019505494505494504,0.1936813186813187,,,,,,,,,POINT (3.2951427185568893 46.27305908210421),71933086,364.0,71933086T
184,TR 400/225kV 763 BAYET,17T000000014549Q,RTE,795.0,921.0,,400.0,225.0,0.0018458197611292077,0.19163952225841477,,,,,,,,,POINT (3.2951427185568893 46.27305908210421),71933086,368.4,71933086T
167,TR 400/225kV 761 ARGOEUVES,17T000000014153E,RTE,1659.0,1803.0,,400.0,225.0,0.0003882418191902385,0.06267332224070993,,,,,,,,,POINT (2.250021749287392 49.93963607395799),36805588,721.2,36805588T
168,TR 400/225kV 763 ARGOEUVES,17T000000014154C,RTE,1659.0,1803.0,,400.0,225.0,0.00042983915696062115,0.06405990016638935,,,,,,,,,POINT (2.250021749287392 49.93963607395799),36805588,721.2,36805588T
171,TR 400/225kV 761 AVELIN,17T0000000141738,RTE,1659.0,1803.0,,400.0,225.0,0.00040210759844703267,0.06336661120354964,,,,,,,,,POINT (3.082279533140677 50.52484805919222),85605950,721.2,85605950T
172,TR 400/225kV 762 AVELIN,17T0000000141746,RTE,1659.0,1803.0,,400.0,225.0,0.0003882418191902385,0.06267332224070993,,,,,,,,,POINT (3.082279533140677 50.52484805919222),85605950,721.2,85605950T
173,TR 400/225kV 763 AVELIN,17T0000000141754,RTE,1659.0,1803.0,,400.0,225.0,0.0003882418191902385,0.06295063782584581,,,,,,,,,POINT (3.082279533140677 50.52484805919222),85605950,721.2,85605950T
327,TR 400/225kV 762 ROUGEMONTIER,17T000000014393V,RTE,847.0,921.0,,400.0,225.0,0.00016286644951140066,0.19489685124864278,,,,,,,,,POINT (0.7355471588321016 49.34348974267446),85827397,368.4,85827397T
328,TR 400/225kV 763 ROUGEMONTIER,17T000000014394T,RTE,1659.0,1803.0,,400.0,225.0,0.0005684969495285635,0.06211869107043815,,,,,,,,,POINT (0.7355471588321016 49.34348974267446),85827397,721.2,85827397T
329,TR 400/225kV 765 ROUGEMONTIER,17T000000014396P,RTE,1659.0,1803.0,,400.0,225.0,0.00027731558513588466,0.061841375485302275,,,,,,,,,POINT (0.7355471588321016 49.34348974267446),85827397,721.2,85827397T
185,TR 400/225kV 761 BEZAUMONT,17T000000014558P,RTE,847.0,921.0,,400.0,225.0,0.00043431053203040176,0.19163952225841477,,,,,,,,,POINT (6.097581672005587 48.857283878401695),81665271,368.4,81665271T
186,TR 400/225kV 762 BEZAUMONT,17T000000014559N,RTE,847.0,921.0,,400.0,225.0,0.00040716612377850165,0.19353963083604778,,,,,,,,,POINT (6.097581672005587 48.857283878401695),81665271,368.4,81665271T
224,TR 400/225kV 765 CRENEY,17T000000014685I,RTE,845.0,884.0,,400.0,225.0,0.0009898190045248868,0.12839366515837103,,,,,,,,,POINT (4.13769568463643 48.34711693277479),120707003,353.6,120707003T
225,TR 400/225kV 766 CRENEY,17T000000014686G,RTE,847.0,885.0,,400.0,225.0,0.0010451977401129944,0.10310734463276836,,,,,,,,,POINT (4.13769568463643 48.34711693277479),120707003,354.0,120707003T
226,TR 400/225kV 768 CRENEY,17T000000014687E,RTE,1659.0,1803.0,,400.0,225.0,0.00015252357182473654,0.05879090404880754,,,,,,,,,POINT (4.13769568463643 48.34711693277479),120707003,721.2,120707003T
370,TR 400/225kV 761 VERFEIL,17T000000015819I,RTE,1660.0,1805.0,,400.0,225.0,0.00019390581717451525,0.05900277008310249,,,,,,,,,POINT (1.672188296784515 43.62955137980047),109817708,722.0,109817708T
371,TR 400/225kV 762 VERFEIL,17T000000015820X,RTE,1660.0,1805.0,,400.0,225.0,0.00019390581717451525,0.058310249307479224,,,,,,,,,POINT (1.672188296784515 43.62955137980047),109817708,722.0,109817708T
270,TR 400/225kV 766 LOGELBACH,17T000000015060G,RTE,840.0,913.0,,400.0,225.0,0.0017524644030668128,0.19140197152245347,,,,,,,,,POINT (7.306425645730387 48.08351871761663),118079877,365.2,118079877T
271,TR 400/225kV 767 LOGELBACH,17T000000015061E,RTE,840.0,913.0,,400.0,225.0,0.0015607886089813799,0.1924972617743702,,,,,,,,,POINT (7.306425645730387 48.08351871761663),118079877,365.2,118079877T
246,TR 400/225kV 761 GAUDIERE (LA),17T000000014850T,RTE,847.0,921.0,,400.0,225.0,0.0023344191096634093,0.20222584147665582,,,,,,,,,POINT (2.677401396763853 43.24104518562612),98890904,368.4,98890904T
247,TR 400/225kV 762 GAUDIERE (LA),17T000000014851R,RTE,1660.0,1805.0,,400.0,225.0,9.695290858725763e-05,0.059141274238227154,,,,,,,,,POINT (2.677401396763853 43.24104518562612),98890904,722.0,98890904T
377,TR 400/225kV 761 VIGY,17T000000015851M,RTE,1659.0,1803.0,,400.0,225.0,0.00020798668885191346,0.05920687742651137,,,,,,,,,POINT (6.276941809559781 49.19774007233576),81641090,721.2,81641090T
378,TR 400/225kV 763 VIGY,17T000000015852K,RTE,1659.0,1803.0,,400.0,225.0,0.000180255130338325,0.0593455352190793,,,,,,,,,POINT (6.276941809559781 49.19774007233576),81641090,721.2,81641090T
194,TR 400/225kV 762 BREUIL (LE),17T000000014586K,RTE,847.0,921.0,,400.0,225.0,0.0010857763300760044,0.18621064060803474,,,,,,,,,POINT (2.214151787803937 45.24627070286667),82306874,368.4,82306874T
281,TR 400/225kV 761 MARSILLON,17T000000016017C,RTE,1660.0,1805.0,,400.0,225.0,0.001472714681440443,0.06318559556786703,,,,,,,,,POINT (-0.595459522044191 43.38588681989828),111414142,722.0,111414142T
317,TR 400/225kV 761 PLAN-D ORGON,17T000000014136E,RTE,847.0,921.0,,400.0,225.0,0.0006786102062975028,0.20738327904451687,,,,,,,,,POINT (5.017941674506537 43.82718753588387),241189382,368.4,241189382T
335,TR 400/225kV 761 SAUCATS,17T000000015569F,RTE,1659.0,1803.0,,400.0,225.0,0.00036051026067665,0.06253466444814199,,,,,,,,,POINT (-0.6136875659121412 44.61410792127042),111456385,721.2,111456385T
336,TR 400/225kV 762 SAUCATS,17T000000015570U,RTE,1660.0,1805.0,,400.0,225.0,0.00018005540166204988,0.058448753462603885,,,,,,,,,POINT (-0.6136875659121412 44.61410792127042),111456385,722.0,111456385T
337,TR 400/225kV 763 SAUCATS,17T000000016008D,RTE,1659.0,1803.0,,400.0,225.0,0.00023155851358846368,0.056059345535219074,,,,,,,,,POINT (-0.6136875659121412 44.61410792127042),111456385,721.2,111456385T
296,TR 400/225kV 761 MORBRAS,17T0000000143285,RTE,1659.0,1803.0,,400.0,225.0,0.00034664448141985576,0.06295063782584581,,,,,,,,,POINT (2.6482418568513992 48.778846986017214),27266058,721.2,27266058T
297,TR 400/225kV 762 MORBRAS,17T0000000143293,RTE,1659.0,1803.0,,400.0,225.0,0.00037437603993344424,0.06308929561841375,,,,,,,,,POINT (2.6482418568513992 48.778846986017214),27266058,721.2,27266058T
298,TR 400/225kV 763 MORBRAS,17T000000014330I,RTE,1659.0,1803.0,,400.0,225.0,0.0003882418191902385,0.06267332224070993,,,,,,,,,POINT (2.6482418568513992 48.778846986017214),27266058,721.2,27266058T
299,TR 400/225kV 764 MORBRAS,17T000000014331G,RTE,1659.0,1803.0,,400.0,225.0,0.00042983915696062115,0.06295063782584581,,,,,,,,,POINT (2.6482418568513992 48.778846986017214),27266058,721.2,27266058T
126,TR Martonvasar TR1,15T-M0000000817H,MAVIR,1250.0,1250.0,,231.0,400.0,0.0005783549783549784,0.04387878787878788,-288.75,0.0,,,,,,,POINT (18.833194336411143 47.3377517985752),100804905,288.75,100804905T
127,TR Martonvasar TR2,15T-M0000000818F,MAVIR,1250.0,1250.0,,231.0,400.0,0.0007757575757575758,0.04612987012987013,-5197.5,0.0,,,,,,,POINT (18.833194336411143 47.3377517985752),100804905,288.75,100804905T
125,TR Sajoszoged TR3,15T-M0000001145Z,MAVIR,1250.0,1250.0,,231.0,400.0,0.0008692640692640692,0.04436363636363636,-5197.5,0.0,,,,,,,POINT (20.969864222342363 47.94293009073979),155227474,288.75,155227474T
T_40,,,MAVIR,,,,,,0.0008692640692640692,0.04436363636363636,-5197.5,0.0,,,,,,Added for coherence. Not in the data.,POINT (17.69353919510682 47.67317579242793),124244078,242.00000000000003,124244078T
T_41,,,MAVIR,,,,,,0.0008692640692640692,0.04436363636363636,-5197.5,0.0,,,,,,Added for coherence. Not in the data.,POINT (17.69353919510682 47.67317579242793),124244078,242.00000000000003,124244078TT
T_42,,,MAVIR,,,,,,0.0008692640692640692,0.04436363636363636,-5197.5,0.0,,,,,,Added for coherence. Not in the data.,POINT (19.162471390835982 47.69224259917039),100872886,145.20000000000002,100872886T
T_43,,,MAVIR,,,,,,0.0008692640692640692,0.04436363636363636,-5197.5,0.0,,,,,,Added for coherence. Not in the data.,POINT (19.162471390835982 47.69224259917039),100872886,145.20000000000002,100872886TT
T_44,,,MAVIR,,,,,,0.0008692640692640692,0.04436363636363636,-5197.5,0.0,,,,,,Added for coherence. Not in the data.,POINT (22.1674534644767 48.146220305221405),859708761,2640.0000000000005,859708761T
T_45,,,MAVIR,,,,,,0.0008692640692640692,0.04436363636363636,-5197.5,0.0,,,,,,Added for coherence. Not in the data.,POINT (20.147962066669336 47.20531334345898),252028146,217.8,252028146T
T_46,,,MAVIR,,,,,,0.0008692640692640692,0.04436363636363636,-5197.5,0.0,,,,,,Added for coherence. Not in the data.,POINT (20.147962066669336 47.20531334345898),252028146,217.8,252028146TT
120,TR 1 400/220 Konjsko,31T-0000-B-0004S,HOPS,1000.0,1000.0,,400.0,231.0,0.000485,0.039,-3464.0,960.0,,0.0,Asymmetrical,5,0,,POINT (16.501137760625255 43.60034628306173),43337263,400.0,43337263T
121,TR 2 400/220 Konjsko,31T-0000-B-0005Q,HOPS,1000.0,1000.0,,400.0,231.0,0.00048750000000000003,0.039,-3160.0,960.0,,0.0,Asymmetrical,5,0,,POINT (16.501137760625255 43.60034628306173),43337263,400.0,43337263T
122,TR1 400/220 kV Melina,31T-0000-B-0002W,HOPS,1000.0,1000.0,,400.0,231.0,0.00049,0.03875,-3768.0,1000.0,,0.0,Asymmetrical,5,0,,POINT (14.564047324517 45.31627413145602),89817617,400.0,89817617T
123,TR2 400/220 kV Melina,31T-0000-B-0003U,HOPS,1000.0,1000.0,,400.0,231.0,0.0005175,0.03975,-2196.0,960.0,,0.0,Asymmetrical,5,0,,POINT (14.564047324517 45.31627413145602),89817617,400.0,89817617T
124,TR4 400/220 kV Zerjavinec,31T-0000-B-0001Y,HOPS,1000.0,1000.0,,400.0,231.0,0.00048750000000000003,0.04075,-12884.0,480.0,-12;12,0.0,Symmetrical/Asymmetrical,"0/1,5","0,9/0",usually works in asymmetrical mode,POINT (16.16273069829474 45.8760846741548),89820062,400.0,89820062T
427,TR Eemshaven Hogeland 380kV TR 421,49T000000000184P,TENNET NL,1140.0,1140.0,,400.0,220.0,0.00019956140350877192,0.06914254385964912,-4716.179999999999,442.092,,,,,,,POINT (6.874131201012804 53.42484849242661),89178675,456.0,89178675T
428,TR Eemshaven 380kV TR 423,49T000000000183R,TENNET NL,1140.0,1140.0,,400.0,220.0,0.00019956140350877192,0.06914254385964912,-4716.179999999999,442.092,,,,,,,POINT (6.874131201012804 53.42484849242661),89178675,456.0,89178675T
429,TR Eemshaven 380kV TR 401,49T000000000181V,TENNET NL,1140.0,1140.0,,400.0,220.0,0.0002,0.06707236842105263,-4716.179999999999,442.092,,,,,,,POINT (6.874131201012804 53.42484849242661),89178675,456.0,89178675T
430,TR Eemshaven 380kV TR 402,49T000000000182T,TENNET NL,1140.0,1140.0,,400.0,220.0,0.00019956140350877192,0.06944956140350877,-4716.179999999999,442.092,,,,,,,POINT (6.874131201012804 53.42484849242661),89178675,456.0,89178675T
431,TR Ens 380kV TR 404,49T000000000187J,TENNET NL,1140.0,1140.0,,400.0,220.0,0.0002447368421052632,0.09412938596491228,-3139.7652,337.896,,,,,,,POINT (5.8093117557459255 52.6178527190537),87177559,456.0,87177559T
432,TR Ens 380kV TR 402,49T000000000185N,TENNET NL,760.0,760.0,,400.0,220.0,0.00030000000000000003,0.10349342105263158,-3144.12,294.728,,,,,,,POINT (5.8093117557459255 52.6178527190537),87177559,304.0,87177559T
433,TR Ens 380kV TR 403,49T000000000186L,TENNET NL,760.0,760.0,,400.0,220.0,0.0006963815789473684,0.14189473684210527,-2098.17456,172.64159999999998,,,,,,,POINT (5.8093117557459255 52.6178527190537),87177559,304.0,87177559T
434,TR Meeden 380kV TR 402,49T000000000188H,TENNET NL,1140.0,1140.0,,400.0,220.0,0.00013728070175438598,0.06722149122807017,-4717.0464,432.6528,,,,,,,POINT (6.946177850535324 53.12400016159352),87342758,456.0,87342758T
T_47,,,PSE,,,,,,0.00010231814548361312,0.020531841193711698,-4356.9515249999995,0.0,,,,,,Added for coherence. Not in the data.,POINT (16.730579502880015 54.041438766128),534238983,348.48,534238983T
T_48,,,PSE,,,,,,0.00010231814548361312,0.020531841193711698,-4356.9515249999995,0.0,,,,,,Added for coherence. Not in the data.,POINT (16.730579502880015 54.041438766128),534238983,348.48,534238983TT
151,TR OLSZTYN-MATK-A3,19T1100000065818,PSE,330.0,330.0,,400.0,220.0,0.0013931818181818181,0.1376439393939394,-1140.0048,0.0,,0.0,Asymmetrical,1.01,0,,POINT (20.347969832710763 53.82734512222287),101914781,132.0,101914781T
133,TR JOACHIMOW-A1,19T110000006523M,PSE,500.0,500.0,,400.0,220.0,0.000581,0.056965,-475.2,0.0,,0.0,Asymmetrical,1.01,0,,POINT (19.31664465190049 50.7600330919747),241842600,200.0,241842600T
134,TR JOACHIMOW-A2,19T110000006524K,PSE,500.0,500.0,,400.0,220.0,0.000581,0.057984999999999995,-1252.06,0.0,,0.0,Asymmetrical,1.01,0,,POINT (19.31664465190049 50.7600330919747),241842600,200.0,241842600T
139,TR KRAJNIK-A2,19T000000003616I,PSE,400.0,400.0,,400.0,220.0,0.00139125,0.08588124999999999,-6158.6720000000005,0.0,,0.0,Asymmetrical,1.147,0,,POINT (14.47590483347398 53.19603562013435),39428977,160.0,39428977T
140,TR KRAJNIK-A3,19T000000003617G,PSE,500.0,500.0,,400.0,220.0,0.000629,0.06437,-615.7,0.0,,0.0,Asymmetrical,1.01,0,,POINT (14.47590483347398 53.19603562013435),39428977,200.0,39428977T
T_49,,,PSE,,,,,,0.00010231814548361312,0.020531841193711698,-4356.9515249999995,0.0,,,,,,Added for coherence. Not in the data.,POINT (18.10777603223455 53.13552223339681),46235456,254.10000000000002,46235456T
T_50,,,PSE,,,,,,0.00010231814548361312,0.020531841193711698,-4356.9515249999995,0.0,,,,,,Added for coherence. Not in the data.,POINT (18.10777603223455 53.13552223339681),46235456,254.10000000000002,46235456TT
152,TR OLTARZEW-A1,19T1100000065842,PSE,500.0,500.0,,400.0,220.0,0.000629,0.0575,-595.04,0.0,,0.0,Asymmetrical,1.01,0,,POINT (20.74197075352406 52.22703334836731),251239544,200.0,251239544T
153,TR OLTARZEW-A2,19T1100000065850,PSE,500.0,500.0,,400.0,220.0,0.000629,0.05755,-557.86,0.0,,0.0,Asymmetrical,1.01,0,,POINT (20.74197075352406 52.22703334836731),251239544,200.0,251239544T
156,TR POLANIEC-A2,19T110000006601S,PSE,400.0,400.0,,400.0,220.0,0.0016937500000000002,0.09223125,-4145.456,0.0,,0.0,Asymmetrical,0.722,0,,POINT (21.331951681625576 50.44263019862361),199098053,160.0,199098053T
