name,x,y,CORE-TSO_country,CORE-TSO_tso,OSM_type,OSM_name,OSM_country,OSM_voltage,OSM_operator,OSM_alt_name,Comments,CORE-TSO-name,geometry,transformer_dupplicate,v_nom
93341407,11.81084931092042,50.183709021310136,DE,TENNETGMBH,Polygon,Umspannwerk Mechlenreuth,DE,380000,TenneT TSO,,,Mechlenreuth,POINT (11.81084931092042 50.183709021310136),False,400.0
24757833,10.836015793654516,49.92806742632911,DE,TENNETGMBH,Polygon,Umspannwerk Oberhaid,DE,380000,TenneT TSO GmbH,,,Oberhaid,POINT (10.836015793654516 49.92806742632911),False,400.0
50643382,8.082130119034625,52.858428299535376,DE,TENNETGMBH,Polygon,Cloppenburg 220 kV,DE,220000,TenneT,,,Cloppenburg,POINT (8.082130119034625 52.858428299535376),False,220.0
24258096,10.761248371477716,52.36745365155272,DE,TENNETGMBH,Polygon,Umspannwerk Hattorf,DE,380000,EON_Netz,,,Hattorf,POINT (10.761248371477716 52.36745365155272),False,400.0
456386244,9.58527841535778,51.33137523872775,DE,TENNETGMBH,Polygon,Sandershausen/Ost,DE,380000;110000,,,Duplicated OSM name: 456386244 456386244 ,Sandershausen/O,POINT (9.58527841535778 51.33137523872775),False,400.0
28812249,9.14508445171833,52.85279753984998,DE,TENNETGMBH,Polygon,Wechold,DE,220000,TenneT TSO GmbH;Avacon Netz GmbH,,,"Y-Wechold, Wechold",POINT (9.14508445171833 52.85279753984998),False,220.0
802246764,9.882236528721034,51.51543259723481,DE,TENNETGMBH,Polygon,Göttingen,DE,220000,TenneT TSO GmbH,,,Goettingen,POINT (9.882236528721034 51.51543259723481),False,220.0
24705761,10.84310559580793,49.37870895490465,DE,TENNETGMBH,Polygon,Umspannwerk Raitersaich,DE,380000;220000;110000,TenneT TSO GmbH;E.ON Netz GmbH,,,"Raitersaich, TR Raitersaich VK6",POINT (10.84310559580793 49.37870895490465),False,400.0
29084374,12.114380926785518,49.6311058498399,DE,TENNETGMBH,Polygon,Umspannwerk Etzenricht,DE,380000,TenneT TSO,,Duplicated OSM name: 29084374 1089568373 ,"Etzenricht, TR Etzenricht T421",POINT (12.114380926785518 49.6311058498399),False,400.0
60032354,9.448953542404087,53.96763393799254,DE,TENNETGMBH,Polygon,Itzehoe/West,DE,220000,TenneT,,,Itzehoe/W,POINT (9.448953542404087 53.96763393799254),False,220.0
95812231,10.966258459203711,47.2695305048675,DE,TENNETGMBH,Polygon,Umspannwerk Silz,AT,220000;110000,TIWAG-Netz AG,,"Manually corrected. In AT, but also in DE",Silz,POINT (10.966258459203711 47.2695305048675),False,220.0
758728343,11.005710999999996,47.20772839999996,DE,TENNETGMBH,Polygon,Kühtai,AT,220000,TenneT TSO GmbH,,"Manually corrected. In AT, but also in DE",Kuehtai,POINT (11.005710999999996 47.20772839999996),False,220.0
133342285,11.807606343131418,48.45542753980162,DE,TENNETGMBH,Polygon,Zolling,DE,220000;110000,,,,Zolling,POINT (11.807606343131418 48.45542753980162),False,220.0
907539360,9.434207007778948,54.52202374132917,DE,TENNETGMBH,Polygon,Schuby/West,DE,380000,,,,Schuby/W,POINT (9.434207007778948 54.52202374132917),False,400.0
24493551,8.563991876746712,53.03191782773866,DE,TENNETGMBH,Polygon,Ganderkesee,DE,380000;110000,TenneT;EON_Netz;EWE,,,Ganderkesee,POINT (8.563991876746712 53.03191782773866),False,400.0
309902667,9.8524163,51.8987653,DE,TENNETGMBH,Point,,DE,380000,,,Y-junction at 5.2 km from the station,Y-Erzhausen,POINT (9.8524163 51.8987653),False,220.0
27646106,10.060407125717596,54.348768107477845,DE,TENNETGMBH,Polygon,Kiel West,DE,220000;110000,TenneT,,,Kiel/W,POINT (10.060407125717596 54.348768107477845),False,220.0
24757392,11.193166069042096,50.16207719806,DE,TENNETGMBH,Polygon,Umspannwerk Redwitz,DE,380000,TenneT TSO,,,"Redwitz, Redwitz ",POINT (11.193166069042096 50.16207719806),False,400.0
91086220,13.002766136405308,48.2619991181636,DE,TENNETGMBH,Polygon,Umspannwerk Simbach,DE,220000;110000,TenneT TSO GmbH;Bayernwerk Netz GmbH,,,Simbach,POINT (13.002766136405308 48.2619991181636),False,220.0
533737514,9.2319021,51.8101933,DE,TENNETGMBH,Point,,DE,380000,,,Y-junction at 0.26 km from the station,Y-Voerden,POINT (9.2319021 51.8101933),False,400.0
137602559,11.58137197036536,48.764893853875456,DE,TENNETGMBH,Polygon,Umspannwerk Irsching,DE,380000;220000;110000,,,,"Irsching, TR Irsching VK6",POINT (11.58137197036536 48.764893853875456),False,400.0
151765495,9.48789511096317,53.63655778443065,DE,TENNETGMBH,Polygon,Götzdorf,DE,220000,,,,Goetzdorf,POINT (9.48789511096317 53.63655778443065),False,220.0
24262656,10.365338662586126,52.28466156568135,DE,TENNETGMBH,Polygon,Wahle 380 kV,DE,380000,TenneT TSO GmbH,,Multiple matches,"Wahle, TR Wahle T421, TR Wahle T422",POINT (10.365338662586126 52.28466156568135),False,400.0
26245195,11.868156362309213,48.20680293980998,DE,TENNETGMBH,Polygon,Umspannwerk Ottenhofen,DE,380000;220000,TenneT TSO GmbH,,,"Ottenhofen, TR Ottenhofen VK6, TR Ottenhofen VK7",POINT (11.868156362309213 48.20680293980998),False,400.0
24765111,9.59430167872856,49.79844273337367,DE,TENNETGMBH,Polygon,Umspannwerk Trennfeld,DE,220000;110000,TenneT TSO GmbH;E.ON Netz GmbH,,,Trennfeld,POINT (9.59430167872856 49.79844273337367),False,220.0
28227099,10.369230156474591,52.167092450140544,DE,TENNETGMBH,Polygon,Hallendorf,DE,220000;110000,TenneT;Avacon Netz GmbH,,,Hallendorf,POINT (10.369230156474591 52.167092450140544),False,220.0
74893659,10.802358019135404,53.89754740235384,DE,TENNETGMBH,Polygon,Umspannwerk Herrenwyk,DE,380000;110000,TenneT TSO GmbH,,,Herrenwyk,POINT (10.802358019135404 53.89754740235384),False,400.0
249797355,8.590814,50.1373726,DE,TENNETGMBH,Point,,DE,380000,,,Y-junction at 5.64 km from the station,Y-Frankfurt/SW,POINT (8.590814 50.1373726),False,400.0
28343121,10.381544370051303,52.99337410403172,DE,TENNETGMBH,Polygon,Stadorf,DE,380000,TenneT,,,Stadorf,POINT (10.381544370051303 52.99337410403172),False,400.0
229565743,8.820024908006117,53.107388323427934,DE,TENNETGMBH,Polygon,Blockland,DE,220000;110000,Wesernetz Bremen GmbH,,Duplicated OSM name: 229565743 229565743 ,Blockland,POINT (8.820024908006117 53.107388323427934),False,220.0
35176751,9.725994440003705,54.28781293047057,DE,TENNETGMBH,Polygon,Audorf Süd,DE,380000;110000,TenneT TSO GmbH,,,"Audorf/S, TR Audorf/S T422, TR Audorf/S T421",POINT (9.725994440003705 54.28781293047057),False,400.0
77697810,12.296883821275612,48.606909945677245,DE,TENNETGMBH,Polygon,Isar,DE,380000,,,,Isar,POINT (12.296883821275612 48.606909945677245),False,400.0
29309786,9.7459261338554,50.917625716657625,DE,TENNETGMBH,Polygon,Umspannwerk Mecklar,DE,380000,TenneT TSO GmbH,,,Mecklar,POINT (9.7459261338554 50.917625716657625),False,400.0
29420322,8.060057023046296,53.62020262000416,DE,TENNETGMBH,Polygon,Inhausen,DE,220000;155000,TenneT,,,Inhausen,POINT (8.060057023046296 53.62020262000416),False,220.0
27124619,10.156282508555888,54.27554827587555,DE,TENNETGMBH,Polygon,Kiel-Süd,DE,220000;110000,TenneT;Schleswig-Holstein Netz,,,Kiel/S,POINT (10.156282508555888 54.27554827587555),False,220.0
42681484,9.228111325885813,51.81245400359651,DE,TENNETGMBH,Polygon,Vörden,DE,380000;110000,TenneT TSO GmbH;Westfalen Weser Netz,,,Voerden,POINT (9.228111325885813 51.81245400359651),False,400.0
24976300,13.103168324093216,48.66682263363445,DE,TENNETGMBH,Polygon,Umspannwerk Pleinting,DE,380000;220000;110000,"TenneT TSO GmbH, E.ON Netz GmbH",,,"Pleinting, TR Pleinting VK6, TR Pleinting VK7",POINT (13.103168324093216 48.66682263363445),False,400.0
24757393,11.106891294113014,49.97885035681856,DE,TENNETGMBH,Polygon,Umspannwerk Würgau,DE,380000,TenneT TSO,,,Wuergau,POINT (11.106891294113014 49.97885035681856),False,400.0
153328698,9.177311160411106,49.0393782259322,DE,TRANSNETBW,Polygon,Gemeinschaftskraftwerk Neckarwestheim 2 (GKN2),DE,380000,,,,GKN2,POINT (9.177311160411106 49.0393782259322),False,400.0
1654012132,8.6700993,49.3092023,DE,TRANSNETBW,Point,,DE,380000,,,Y-junction at 31.8 km from the station,Y-Hueffenhardt,POINT (8.6700993 49.3092023),False,400.0
272646943,8.304462316862503,49.01154422726613,DE,TRANSNETBW,Polygon,RDK7,DE,380000,EnBW AG,,,RDK7,POINT (8.304462316862503 49.01154422726613),False,400.0
25557397,9.151574900762482,49.14362211775794,DE,TRANSNETBW,Polygon,Umspannwerk Großgartach,DE,380000;220000;110000,TransnetBW GmbH,,,"Grossgartach, Grossgartach , Grossgartach  2",POINT (9.151574900762482 49.14362211775794),False,400.0
156676050,8.66378519624062,49.36008426110293,DE,TRANSNETBW,Polygon,Heidelberg-Süd,DE,220000;110000,Stadtwerke Heidelberg Netze GmbH,,,Heidelberg,POINT (8.66378519624062 49.36008426110293),False,220.0
163093653,8.501808581399171,49.44491154692294,DE,TRANSNETBW,Polygon,GKMB,DE,220000;110000,,,,"GKMB, GKM",POINT (8.501808581399171 49.44491154692294),False,220.0
207248812,8.623206227427875,49.35658185285741,DE,TRANSNETBW,Polygon,Neurott,DE,380000;220000,Transnet BW GmbH,,,"Neurott, TR / 380-220kV / Neurott / Trafo 401, TR / 380-220kV / Neurott / Trafo 402",POINT (8.623206227427875 49.35658185285741),False,400.0
32725957,8.445537986650066,48.98608927285571,DE,TRANSNETBW,Polygon,Umspannwerk Oberwald,DE,220000;110000,TransnetBW GmbH;Netze BW GmbH,,,Oberwald,POINT (8.445537986650066 48.98608927285571),False,220.0
409305507,8.511568709329675,49.29351704676085,DE,TRANSNETBW,Polygon,Umspannwerk Altlußheim,DE,220000,TransnetBW GmbH,,,Altlussheim,POINT (8.511568709329675 49.29351704676085),False,220.0
32966636,8.641605949770545,48.89010574677638,DE,TRANSNETBW,Polygon,220 kV-Umspannwerk Birkenfeld,DE,220000;110000,EnBW,,,Birkenfeld,POINT (8.641605949770545 48.89010574677638),False,220.0
31105067,10.2316855967,48.529852103,DE,TRANSNETBW,Polygon,Umspannwerk Niederstotzingen,DE,380000;110000,,,Y-junction at 40.7 km from the station,"Y-Dellmensingen, Niederstotzingen",POINT (10.2316855967 48.529852103),False,400.0
37721677,9.370919280255984,48.71912800634389,DE,TRANSNETBW,Polygon,Umspannwerk Altbach 1,DE,380000;110000,Netze BW GmbH,,,Altbach,POINT (9.370919280255984 48.71912800634389),False,400.0
38325076,10.222435812059285,48.736721998468965,DE,TRANSNETBW,Polygon,Umspannwerk Rotensohl,DE,380000;110000,EnBW,UW Rotensohl,,Rotensohl,POINT (10.222435812059285 48.736721998468965),False,400.0
42049947,8.465429838607776,48.043523650861054,DE,TRANSNETBW,Polygon,Umspannwerk Villingen,DE,380000;110000,EnBW; Energiedienst,,,Villingen,POINT (8.465429838607776 48.043523650861054),False,400.0
31131325,9.645341069106252,47.74459749311021,DE,TRANSNETBW,Polygon,380kV-Umspannwerk Grünkraut,DE,380000;110000,,,,Gruenkraut,POINT (9.645341069106252 47.74459749311021),False,400.0
32725958,8.451616367168567,49.00739652557897,DE,TRANSNETBW,Polygon,Umspannwerk Karlsruhe Ost,DE,220000;110000,TransnetBW GmbH,Umspannwerk Karlsruhe-Rintheim,"Manually corrected. Name is misleading. Identified with ""Karlsruhe Ost"" according to the name of the line and distance (in the map it is missing somehow)",Karlsruhe,POINT (8.451616367168567 49.00739652557897),False,220.0
26404600,9.704218918217512,48.46497566102829,DE,TRANSNETBW,Polygon,Umspannwerk Laichingen,DE,380000;110000,Netze BW GmbH,,,Laichingen,POINT (9.704218918217512 48.46497566102829),False,400.0
1104947187,9.207107303015926,49.177705532165184,DE,TRANSNETBW,Polygon,Heilbronn,DE,380000,TransnetBW GmbH,,,Heilbronn,POINT (9.207107303015926 49.177705532165184),False,400.0
32151621,8.2487700267456,48.84633443030696,DE,TRANSNETBW,Polygon,220-kV-Umspannwerk Kuppenheim,DE,220000;110000,,,,"Kuppenheim, Y-Daxlanden, Y-Buehl",POINT (8.2487700267456 48.84633443030696),False,220.0
102743264,8.861525797588891,47.80643535473478,DE,TRANSNETBW,Polygon,Beuren,DE,220000;110000,,,,Beuren,POINT (8.861525797588891 47.80643535473478),False,220.0
146962222,7.910729352238207,48.50128834523928,DE,TRANSNETBW,Polygon,Umspannwerk Weier,DE,220000;110000,EnBW,,,Weier,POINT (7.910729352238207 48.50128834523928),False,220.0
160929097,8.626971452074303,49.54360111670489,DE,TRANSNETBW,Polygon,Umspannwerk Weinheim,DE,220000;110000,,,,Weinheim,POINT (8.626971452074303 49.54360111670489),False,220.0
87653464,7.751862552442818,48.09640574883001,DE,TRANSNETBW,Polygon,220-kV-Umspannwerk Eichstetten,DE,220000;110000,EnBW,,Multiple matches,"Eichstetten, EICHSTETTEN, TR / 380-220kV / Eichstetten / Trafo 401",POINT (7.751862552442818 48.09640574883001),False,400.0
32731290,8.349126149166961,49.01305215600317,DE,TRANSNETBW,Polygon,Karlsruhe-West,DE,220000;110000,Stadtwerke Karlsruhe GmbH,,,KarlsruheWest,POINT (8.349126149166961 49.01305215600317),False,220.0
143854536,9.694651058409669,49.23258454753505,DE,TRANSNETBW,Polygon,Umspannwerk Kupferzell,DE,380000;110000,TransnetBW GmbH,,,Kupferzell,POINT (9.694651058409669 49.23258454753505),False,400.0
30734324,9.274313810112314,48.54986298266471,DE,TRANSNETBW,Polygon,Umspannwerk Metzingen,DE,380000;110000,Netze BW GmbH;TransnetBW GmbH,,,Metzingen,POINT (9.274313810112314 48.54986298266471),False,400.0
990853393,8.5305556,47.9148482,DE,TRANSNETBW,Point,,DE,380000,,,Y-junction at 55.4 km from the station,Y-Engstlatt,POINT (8.5305556 47.9148482),False,400.0
254326606,8.562143633802572,49.13293039733971,DE,TRANSNETBW,Polygon,Umspannwerk Bruchsal-Kändelweg,DE,380000;110000,Netze BW GmbH;TransnetBW GmbH,,,Bruchsal/Kaendelweg,POINT (8.562143633802572 49.13293039733971),False,400.0
31367937,8.251925544047333,47.6397698265315,DE,TRANSNETBW,Polygon,Umspannwerk Gurtweil,DE,220000;110000,TransnetBW,,,"Y-Gurtweil, Gurtweil",POINT (8.251925544047333 47.6397698265315),False,220.0
26814283,8.785153771953258,48.58362174657118,DE,TRANSNETBW,Polygon,Umspannwerk Oberjettingen,DE,380000;110000,Netze BW GmbH;TransnetBW GmbH,,,"Y-Oberjettingen, Oberjettingen",POINT (8.785153771953258 48.58362174657118),False,400.0
809941086,8.306240200000003,49.01258190000016,DE,TRANSNETBW,Polygon,RDK8,DE,380000,EnBW Energie Baden-Württemberg AG,,,RDK8,POINT (8.306240200000003 49.01258190000016),False,400.0
39011884,8.120596018028706,48.70536875161513,DE,TRANSNETBW,Polygon,Umspannwerk Bühl,DE,220000;110000,TransnetBW GmbH,,,Buehl,POINT (8.120596018028706 48.70536875161513),False,220.0
497073732,8.605843,49.1616908,DE,TRANSNETBW,Point,,DE,380000,,,Y-junction at 5.2 km from the station,"Y-Bruchsal, Y-Bruchsal/Kaendelweg",POINT (8.605843 49.1616908),False,400.0
35954395,8.616646665739472,48.06597637258645,DE,TRANSNETBW,Polygon,Umspannwerk Trossingen,DE,380000;110000,TransnetBW GmbH,,,Trossingen,POINT (8.616646665739472 48.06597637258645),False,400.0
42736239,8.872879113129235,48.31008720391452,DE,TRANSNETBW,Polygon,Umspannwerk Engstlatt,DE,380000,Netze BW GmbH;TransnetBW GmbH,,,Engstlatt,POINT (8.872879113129235 48.31008720391452),False,400.0
97825259,9.236283991171234,48.92685322608782,DE,TRANSNETBW,Polygon,Umspannwerk Marbach,DE,220000;110000,Netze BW GmbH;TransnetBW GmbH,,,Marbach,POINT (9.236283991171234 48.92685322608782),False,220.0
48428875,9.377588757620773,48.81260496581379,DE,TRANSNETBW,Polygon,380 kV-Umspannwerk Endersbach (TransnetBW GmbH),DE,380000;110000,Netze BW GmbH;TransnetBW GmbH,,,Endersbach,POINT (9.377588757620773 48.81260496581379),False,400.0
46584363,8.673717359625059,49.29043940679088,DE,TRANSNETBW,Polygon,Umspannwerk Wiesloch,DE,380000;220000;110000,EnBW,,,Wiesloch,POINT (8.673717359625059 49.29043940679088),False,400.0
31131320,9.801350568855725,47.65279541456103,DE,TRANSNETBW,Polygon,Obermooweiler,DE,380000,Transnet BW,,Duplicated OSM name: 31131320 31131320 ,Obermooweiler,POINT (9.801350568855725 47.65279541456103),False,400.0
88901626,7.843441408811899,47.585814095335,DE,TRANSNETBW,Polygon,Schwörstadt,DE,380000;220000;110000,,,,Schwoerstadt,POINT (7.843441408811899 47.585814095335),False,220.0
26260052,9.400581833297988,48.66696738744388,DE,TRANSNETBW,Polygon,Umspannwerk Wendlingen,DE,380000;220000;110000,TransnetBW GmbH,,,"Wendlingen, TR / 380-220kV / Wendlingen / Trafo 324",POINT (9.400581833297988 48.66696738744388),False,400.0
22960899,9.215650199269106,48.85230535528712,DE,TRANSNETBW,Polygon,Umspannwerk Mühlhausen,DE,380000;110000,Netze BW,,,Muehlhausen,POINT (9.215650199269106 48.85230535528712),False,400.0
143903369,9.09183533263574,49.29461883180315,DE,TRANSNETBW,Polygon,Umspannwerk Hüffenhardt,DE,380000;220000;110000,,,,Hueffenhardt,POINT (9.09183533263574 49.29461883180315),False,400.0
258826698,9.3025725,48.8831812,DE,TRANSNETBW,Point,,DE,380000,,,Y-junction at 16.7 km from the station,Y-Endersbach,POINT (9.3025725 48.8831812),False,400.0
48057110,8.440945833916938,49.25022026769867,DE,TRANSNETBW,Polygon,Philippsburg,DE,380000,Transnet BW GmbH,,,Philippsburg,POINT (8.440945833916938 49.25022026769867),False,400.0
26403575,9.562823506395985,48.70148986120851,DE,TRANSNETBW,Polygon,Netze BW Umspannwerk Bünzwangen,DE,380000;110000,Netze BW,,,Buenzwangen,POINT (9.562823506395985 48.70148986120851),False,400.0
42050342,10.11739845870111,48.89713778809896,DE,TRANSNETBW,Polygon,Umspannwerk Goldshöfe,DE,380000;220000;110000,Transnet BW GmbH,,,Goldshoefe,POINT (10.11739845870111 48.89713778809896),False,400.0
31367936,9.01274454935917,47.84464188876887,DE,TRANSNETBW,Polygon,Stockach 220kV,DE,220000,Transnet BW GmbH,,,Stockach,POINT (9.01274454935917 47.84464188876887),False,220.0
118086309,7.526452002189226,48.61184902188622,FR,RTE,Polygon,Poste électrique de Marlenheim,FR,400000;225000,RTE,,,"MARLENHEIM, TR 400/225kV 761 MARLENHEIM, TR 400/225kV 762 MARLENHEIM, TR 400/225kV 763 MARLENHEIM",POINT (7.526452002189226 48.61184902188622),False,400.0
120747628,5.148848069848607,48.29449752895689,FR,RTE,Polygon,Poste électrique de Froncles,FR,225000;63000;20000,RTE,,,FRONCLES,POINT (5.148848069848607 48.29449752895689),False,220.0
115476080,0.3938835328312007,46.598490731575886,FR,RTE,Polygon,Bonneau,FR,225000;90000,RTE,,,BONNEAU,POINT (0.3938835328312007 46.598490731575886),False,220.0
64040271,2.3768307552640624,48.8896555974268,FR,RTE,Polygon,Poste électrique de Flandre,FR,225000;20000,Enedis,,,FLANDRE,POINT (2.3768307552640624 48.8896555974268),False,220.0
130659505,4.164836085457499,45.24445179982505,FR,RTE,Polygon,Poste électrique de Trevas,FR,225000;63000,RTE,,,TREVAS,POINT (4.164836085457499 45.24445179982505),False,220.0
112310487,-1.3303474162355566,46.77643329258926,FR,RTE,Polygon,Poste de la Mérlatière,FR,225000,RTE,,,MERLATIERE,POINT (-1.3303474162355566 46.77643329258926),False,220.0
114254761,4.9162760910434615,45.76496614431111,FR,RTE,Polygon,Poste électrique de Cusset,FR,225000;63000;20000,RTE,,,CUSSET-POSTE,POINT (4.9162760910434615 45.76496614431111),False,220.0
147580994,5.841917292953617,45.88737588709099,FR,RTE,Polygon,Poste électrique de Serrières,FR,225000,RTE,,,SERRIERES,POINT (5.841917292953617 45.88737588709099),False,220.0
26813222,2.774036609333008,48.54791757864118,FR,RTE,Polygon,Poste électrique de Courtry,FR,225000;63000;20000,RTE,,,COURTRY,POINT (2.774036609333008 48.54791757864118),False,220.0
85851255,-1.599422142447972,49.594621796305205,FR,RTE,Polygon,Poste électrique de Tollevast,FR,400000,RTE,,,TOLLEVAST,POINT (-1.599422142447972 49.594621796305205),False,400.0
114730382,5.023802904553761,43.383320256915454,FR,RTE,Polygon,Poste électrique de Lavéra Martigues,FR,250000;225000,RTE,,,LAVERA,POINT (5.023802904553761 43.383320256915454),False,220.0
90854143,6.8824098232163005,49.19727966719996,FR,RTE,Polygon,Petite Rosselle,FR,225000,RTE,Poste électrique de Bruch,,PETITE-ROSSELLE,POINT (6.8824098232163005 49.19727966719996),False,220.0
190187643,0.1416428548656012,44.550541978803125,FR,RTE,Polygon,Poste électrique de la Gupie,FR,225000;63000,RTE,,,GUPIE,POINT (0.1416428548656012 44.550541978803125),False,220.0
318502246,4.503745403580134,46.74703277706734,FR,RTE,Polygon,Poste électrique Henri-Paul,FR,400000;225000;150000;63000;20000,RTE,,,"HENRI-PAUL, TR 400/225kV 762 HENRI-PAUL",POINT (4.503745403580134 46.74703277706734),False,400.0
294002018,0.3925980200747876,43.11305765558118,FR,RTE,Polygon,Poste électrique de Lannemezan,FR,225000;150000;63000;20000,RTE,,,LANNEMEZAN,POINT (0.3925980200747876 43.11305765558118),False,220.0
497510591,2.3382797170745646,48.92522381049461,FR,RTE,Polygon,Poste électrique Seine,FR,225000;20000,RTE,,,SEINE,POINT (2.3382797170745646 48.92522381049461),False,220.0
24020441,4.9755449516845,45.67434685130105,FR,RTE,Polygon,Poste électrique de Mions,FR,400000;225000;63000,RTE,,,"MIONS, TR 400/225kV 761 MIONS, TR 400/225kV 762 MIONS, TR 400/225kV 763 MIONS",POINT (4.9755449516845 45.67434685130105),False,400.0
134147651,0.685380970018901,45.14318908924826,FR,RTE,Polygon,Poste électrique de Sanilhac,FR,225000;63000,RTE,,,SANILHAC,POINT (0.685380970018901 45.14318908924826),False,220.0
115437692,1.2742251362177992,43.59820847731514,FR,RTE,Polygon,Poste électrique de Leguevin,FR,225000,RTE,,,LEGUEVIN,POINT (1.2742251362177992 43.59820847731514),False,220.0
86131984,0.2404904628850176,47.88611363822259,FR,RTE,Polygon,Poste électrique des Quintes,FR,400000;22500,RTE,,,"QUINTES (LES), TR 400/225kV 761 QUINTES (LES), TR 400/225kV 762 QUINTES (LES)",POINT (0.2404904628850176 47.88611363822259),False,400.0
120861987,5.916374424488254,48.69208295129438,FR,RTE,Polygon,Poste électrique de Croix-de-Metz,FR,225000;63000;20000,RTE,,,CROIX-DE-METZ,POINT (5.916374424488254 48.69208295129438),False,220.0
147580956,1.0401535887081408,49.31651181248297,FR,RTE,Polygon,Poste électrique de Cléon,FR,225000,RTE,,,CLEON,POINT (1.0401535887081408 49.31651181248297),False,220.0
110542740,-0.3388882468688109,49.13867509096741,FR,RTE,Polygon,Poste électrique de la Dronnière,FR,225000,RTE,,,DRONNIERE (LA),POINT (-0.3388882468688109 49.13867509096741),False,220.0
26272450,3.849415671424382,43.58054192735387,FR,RTE,Polygon,Poste électrique de Saint-Jean-de-Védas,FR,225000;63000,RTE,Montpellier,,MONTPELLIER,POINT (3.849415671424382 43.58054192735387),False,220.0
135873560,3.0337527657512684,45.10246990229301,FR,RTE,Polygon,Poste électrique de Savignac,FR,225000;63000,RTE,,,SAVIGNAC,POINT (3.0337527657512684 45.10246990229301),False,220.0
117893799,2.885346645898012,50.33726372400015,FR,RTE,Polygon,Poste électrique de Gavrelle,FR,400000;225000;90000,RTE,,,"GAVRELLE, TR 400/225kV 761 GAVRELLE",POINT (2.885346645898012 50.33726372400015),False,400.0
86023818,-2.877914311780164,48.4299170843653,FR,RTE,Polygon,Poste électrique de Plaine-Haute,FR,400000;225000,RTE,,,"PLAINE HAUTE, TR 400/225kV 762 PLAINE HAUTE, TR 400/225kV 763 PLAINE HAUTE",POINT (-2.877914311780164 48.4299170843653),False,400.0
147580959,2.930558810812598,50.4501285346731,FR,RTE,Polygon,Poste électrique de Courrières,FR,225000,RTE,,,COURRIERES,POINT (2.930558810812598 50.4501285346731),False,220.0
890834366,3.9754852393317264,48.64976151552625,FR,RTE,Polygon,Poste électrique de Faux-Fresnay,FR,400000,RTE,,,FAUX FRENAIS,POINT (3.9754852393317264 48.64976151552625),False,400.0
82976238,3.3386772085351035,50.31717250175043,FR,RTE,Polygon,Poste électrique de Gros-Caillou,FR,225000,RTE,,,GROS-CAILLOU,POINT (3.3386772085351035 50.31717250175043),False,220.0
147398278,5.200232289845541,49.509711734419554,FR,RTE,Polygon,Poste électrique de Stenay,FR,225000,RTE,,,STENAY,POINT (5.200232289845541 49.509711734419554),False,220.0
146402374,7.724372417796992,48.799295354463474,FR,RTE,Polygon,Poste électrique de Batzendorf,FR,225000,RTE,,,BATZENDORF,POINT (7.724372417796992 48.799295354463474),False,220.0
188915706,-0.8434906406839138,45.218206316773454,FR,RTE,Polygon,Poste électrique de Cissac,FR,225000,RTE,,,CISSAC,POINT (-0.8434906406839138 45.218206316773454),False,220.0
171051788,4.336207268622566,43.81210914176855,FR,RTE,Polygon,Saint Césaire,FR,225000,RTE,,,ST-CESAIRE,POINT (4.336207268622566 43.81210914176855),False,220.0
81638061,7.572465348870172,48.01884216825073,FR,RTE,Polygon,Poste électrique de Vogelgrun,FR,225000,RTE,,,"VOGELGRUN, Vogelgrun",POINT (7.572465348870172 48.01884216825073),False,220.0
138108387,1.803454117421444,45.801855981050586,FR,RTE,Polygon,Poste de Peyrat-le-Château,FR,225000,RTE,,,PEYRAT-LE-CHATEAU,POINT (1.803454117421444 45.801855981050586),False,220.0
137365310,3.110815105280912,48.789934608802135,FR,RTE,Polygon,Poste électrique des Fosses,FR,225000;63000,RTE,,,FOSSES (LES),POINT (3.110815105280912 48.789934608802135),False,220.0
131317126,3.037149579234909,50.67644363505199,FR,RTE,Polygon,Poste électrique de Vertefeuille,FR,225000,RTE,,,VERTEFEUILLE,POINT (3.037149579234909 50.67644363505199),False,220.0
147132690,6.583583496070193,45.20533397391433,FR,RTE,Polygon,Poste électrique de La Praz Saint-André,FR,400000,RTE,,,"PRAZ-ST-ANDRE, PIQUAGE A LA PRAZ-ST-ANDRE, TR 400/225kV 761 PRAZ-ST-ANDRE",POINT (6.583583496070193 45.20533397391433),False,400.0
188144496,2.5755995914230967,48.976138545298085,FR,RTE,Polygon,Poste électrique de Sausset,FR,400000;225000,RTE,,,"SAUSSET, TR 400/225kV 761 SAUSSET, TR 400/225kV 762 SAUSSET",POINT (2.5755995914230967 48.976138545298085),False,400.0
147398280,5.61381178970765,48.70910854557546,FR,RTE,Polygon,Poste électrique de Void,FR,225000,RTE,,,VOID,POINT (5.61381178970765 48.70910854557546),False,220.0
83118679,3.320071219858609,49.35596416092259,FR,RTE,Polygon,Poste électrique de Soissons-Notre-Dame,FR,225000,RTE,,,SOISSONS-NOTRE-DAME,POINT (3.320071219858609 49.35596416092259),False,220.0
179260933,4.687244564902656,47.326143973596885,FR,RTE,Polygon,Poste électrique de Vielmoulin,FR,400000;225000;63000;20000,RTE,,,"VIELMOULIN, TR 400/225kV 761 VIELMOULIN, TR 400/225kV 762 VIELMOULIN, TR 400/225kV 763 VIELMOULIN",POINT (4.687244564902656 47.326143973596885),False,400.0
