line_name,eic_code,tso,substation_1,substation_2,voltage_kv
Y-Gohrpunkt (-Osterath - Rommerskirchen) FRIXHM N,11T0-0000-1390-8,AMPRION GMBH,Gohrpunkt,Y-Osterath,220.0
Y-Osterath (-Gohrpunkt - Rommerskirchen) FRIXHM N,11T0-0000-1388-P,AMPRION GMBH,Osterath,Y-Osterath,220.0
Y-Rommerskirchen (-Gohrpunkt - Osterath) FRIXHM N,11T0-0000-1389-M,AMPRION GMBH,Rommerskirchen,Y-Osterath,220.0
Rommerskirchen - St Peter FRIXHM S,11T0-0000-1862-Q,AMPRION GMBH,St. Peter,Rommerskirchen,220.0
Y-Geithe (-Lippborg - Uentrop) GEITHE W,11T0-0000-0608-B,AMPRION GMBH,Geithe,Y-Lippborg,380.0
Y-Lippborg (-Geithe - Uentrop) GEITHE W,11T0-0000-0711-N,AMPRION GMBH,Lippborg,Y-Lippborg,380.0
Y-Uentrop (-Geithe - Lippborg) GEITHE W,11T0-0000-0866-K,AMPRION GMBH,Uentrop,Y-Lippborg,380.0
Gellep - Osterath GELLEP W,11T0-0000-0275-C,AMPRION GMBH,Gellep,Osterath,220.0
Y-Gersteinwerk (-Guetersloh - Uentrop) GERSTE O,11T0-0000-0941-1,AMPRION GMBH,Gersteinwerk,Y-Gersteinwerk,380.0
Y-Guetersloh (-Gersteinwerk - Uentrop) GERSTE O,11T0-0000-0943-W,AMPRION GMBH,Guetersloh,Y-Gersteinwerk,380.0
Y-Uentrop (-Gersteinwerk - Guetersloh) GERSTE O,11T0-0000-0942-Z,AMPRION GMBH,Uentrop,Y-Gersteinwerk,380.0
Niederstedem - Osburg GILZEM O,11T0-0000-0755-W,AMPRION GMBH,Niederstedem,Osburg,380.0
Y-Bergmannsglueck (-Eiberg - Gelsenberg) GLADBK W,11T0-0000-0169-9,AMPRION GMBH,Bergmannsglueck,Y-Gelsenberg,220.0
Y-Eiberg (-Bergmannsglueck - Gelsenberg) GLADBK W,11T0-0000-0246-L,AMPRION GMBH,Eiberg,Y-Gelsenberg,220.0
Y-Gelsenberg (-Bergmannsglueck - Eiberg) GLADBK W,11T0-0000-0279-0,AMPRION GMBH,Gelsenberg,Y-Gelsenberg,220.0
Y-Bollenacker (-Brauweiler - Sechtem) GODORF O,11T0-0000-1392-2,AMPRION GMBH,Bollenacker,Y-Bollenacker,220.0
Y-Brauweiler (-Bollenacker - Sechtem) GODORF O,11T0-0000-1394-X,AMPRION GMBH,Brauweiler,Y-Bollenacker,220.0
Y-Sechtem (-Brauweiler - Bollenacker) GODORF O,11T0-0000-1395-U,AMPRION GMBH,Sechtem,Y-Bollenacker,220.0
Daxlanden - Maximiliansau GOLDGR O,11T0-0000-2263-A,AMPRION GMBH,Maximiliansau,Daxlanden,380.0
Y-Hanekenfaehr (-Gronau - Kusenhorst) GRAFSH W,11T0-0000-0311-6,AMPRION GMBH,Hanekenfaehr,Y-Hanekenfaehr,220.0
Y-Kusenhorst (-Gronau - Hanekenfaehr) GRAFSH W,11T0-0000-0344-M,AMPRION GMBH,Kusenhorst,Y-Hanekenfaehr,220.0
Y-Gremberghoven (-Siegburg - Stockem) GREMBG O,11T0-0000-1397-O,AMPRION GMBH,Gremberghoven,Y-Stockem,220.0
Y-Siegburg (-Gremberghoven - Stockem) GREMBG O,11T0-0000-1398-L,AMPRION GMBH,Siegburg,Y-Stockem,220.0
Y-Stockem (-Gremberghoven - Siegburg) GREMBG O,11T0-0000-1399-I,AMPRION GMBH,Stockem,Y-Stockem,220.0
Gremberghoven - Siegburg GREMBG W,11T0-0000-1402-X,AMPRION GMBH,Gremberghoven,Siegburg,220.0
Pfungstadt - Urberach GRIESH O,11T0-0000-0872-S,AMPRION GMBH,Pfungstadt,Urberach,380.0
Gronau - Hanekenfaehr GRONAU W,11T0-0000-0617-A,AMPRION GMBH,Gronau,Hanekenfaehr,380.0
Gundelfingen - Koetz GUENZ N,11T0-0000-1894-8,AMPRION GMBH,Gundelfingen,Koetz,380.0
Gundelfingen - Voehringen GUENZ S,11T0-0000-0626-9,AMPRION GMBH,Gundelfingen,Voehringen,380.0
Y-Enniger (-Guetersloh - Uentrop) GUETER S,11T0-0000-0603-Q,AMPRION GMBH,Enniger,Y-Guetersloh,380.0
Y-Guetersloh (-Enniger - Uentrop) GUETER S,11T0-0000-0631-K,AMPRION GMBH,Guetersloh,Y-Guetersloh,380.0
Y-Uentrop (-Enniger - Guetersloh) GUETER S,11T0-0000-0867-H,AMPRION GMBH,Uentrop,Y-Guetersloh,380.0
Y-Kruckel (-Lippborg - Uentrop) HAARST O,11T0-0000-0677-N,AMPRION GMBH,Kruckel,Y-Lippborg,380.0
Y-Lippborg (-Kruckel - Uentrop) HAARST O,11T0-0000-0712-K,AMPRION GMBH,Lippborg,Y-Lippborg,380.0
Y-Uentrop (-Kruckel - Lippborg) HAARST O,11T0-0000-0868-E,AMPRION GMBH,Uentrop,Y-Lippborg,380.0
Geithe - Unna HAARST W,11T0-0000-0607-E,AMPRION GMBH,Geithe,Unna,380.0
St. Barbara - Mittelbexbach HAGARD O,11T0-0000-0738-V,AMPRION GMBH,St. Barbara,Mittelbexbach,380.0
St.Barbara - Mittelbexbach HAGARD W,11T0-0000-0739-S,AMPRION GMBH,St. Barbara,Mittelbexbach,380.0
Guetersloh - Hesseln HALLE W,11T0-0000-1955-G,AMPRION GMBH,Guetersloh,Hesseln,220.0
