cluster_0,cluster_1,name_0,name_1,voltage_kv,egon_segments,egon_max_cables,egon_circuits,jao_single_hop,jao_multi_hop,jao_total_traversals,diff_vs_single,diff_vs_total,egon_length_km,cables_detail,sh_names,mh_names
spatial_35136,spatial_8410,spatial_35136,spatial_8410,380.0,1,3,1,0,3,3,,-2.0,9.1,[3],,Y-Hoheneck (-Dellmensingen - Voehringen) DONAU O ; Muehlhausen - Pulverdingen bl; Y-Hoheneck (-Herbertingen - Metzingen) sw
spatial_35166,spatial_35292,spatial_35166,spatial_35292,220.0,1,3,1,0,1,1,,0.0,32.3,[3],,Lehrte - Landesbergen 1
spatial_35183,spatial_39435,spatial_35183,spatial_39435,220.0,1,3,1,0,0,0,,,20.5,[3],,
spatial_35220,spatial_35634,spatial_35220,spatial_35634,220.0,1,3,1,0,0,0,,,17.9,[3],,
spatial_3540,spatial_35799,spatial_3540,spatial_35799,380.0,2,3,1,0,3,3,,-2.0,0.4,"[3, 3]",,Hattingen - Witten KEMNAD S ; Kruckel - Witten PERSEBEK ; Mengede - Witten WITTEN W 
spatial_35541,spatial_8970,spatial_35541,spatial_8970,220.0,1,3,1,0,0,0,,,36.9,[3],,
spatial_35793,spatial_35958,spatial_35793,spatial_35958,380.0,1,3,1,0,0,0,,,2.5,[3],,
spatial_35963,spatial_5633,spatial_35963,spatial_5633,220.0,2,3,1,0,1,1,,0.0,47.4,"[3, 3]",,Vierraden - Pasewalk 306
spatial_36581,spatial_39001,spatial_36581,spatial_39001,220.0,2,3,1,0,2,2,,-1.0,1.8,"[3, 3]",,Bochum - Eiberg BOCHUM W ; Y-Bochum (-Kusenhorst - Poeppinghausen) HOCHLR W 
spatial_36581,spatial_4020,spatial_36581,spatial_4020,220.0,1,3,1,0,0,0,,,0.6,[3],,
spatial_36628,spatial_4496,spatial_36628,spatial_4496,380.0,1,3,1,0,1,1,,0.0,15.9,[3],,Y-Utfort (-Osterath - Selbeck) TOESEE W 
spatial_36732,spatial_9402,spatial_36732,spatial_9402,220.0,1,6,2,0,2,2,,0.0,72.2,[6],,Eichstetten - Gurtweil ge; Eichstetten - Gurtweil rt
spatial_36905,spatial_38664,spatial_36905,spatial_38664,220.0,2,3,1,0,0,0,,,0.9,"[3, 3]",,
spatial_38030,spatial_38682,spatial_38030,spatial_38682,220.0,2,3,1,0,0,0,,,2.2,"[3, 3]",,
spatial_382,spatial_39997,spatial_382,spatial_39997,220.0,1,3,1,0,1,1,,0.0,8.1,[3],,Altlussheim - Daxlanden bl
spatial_382,spatial_40284,spatial_382,spatial_40284,220.0,1,3,1,0,0,0,,,4.2,[3],,
spatial_3826,spatial_39942,spatial_3826,spatial_39942,220.0,1,3,1,0,1,1,,0.0,4.8,[3],,Y-Utfort (-Duelken - Edelstahl) UTFORT W 
spatial_38288,spatial_38592,spatial_38288,spatial_38592,220.0,1,3,1,0,0,0,,,2.8,[3],,
spatial_38592,spatial_4593,spatial_38592,spatial_4593,220.0,2,3,1,0,0,0,,,6.2,"[3, 3]",,
spatial_38671,spatial_39239,spatial_38671,spatial_39239,220.0,2,3,1,0,0,0,,,76.1,"[3, 3]",,
spatial_38671,spatial_5633,spatial_38671,spatial_5633,220.0,2,3,1,0,0,0,,,77.8,"[3, 3]",,
spatial_38703,spatial_38704,spatial_38703,spatial_38704,380.0,1,12,4,0,0,0,,,3.5,[12],,
spatial_38703,spatial_39130,spatial_38703,spatial_39130,380.0,1,6,2,0,0,0,,,5.3,[6],,
spatial_38972,spatial_8970,spatial_38972,spatial_8970,220.0,2,3,1,0,0,0,,,19.3,"[3, 3]",,
spatial_39125,spatial_39126,spatial_39125,spatial_39126,380.0,2,3,1,0,0,0,,,5.1,"[3, 3]",,
spatial_39130,spatial_39164,spatial_39130,spatial_39164,380.0,2,3,1,0,0,0,,,6.5,"[3, 3]",,
spatial_39175,spatial_39298,spatial_39175,spatial_39298,380.0,1,6,2,0,0,0,,,1.5,[6],,
spatial_39182,spatial_39183,spatial_39182,spatial_39183,380.0,2,3,1,0,2,2,,-1.0,3.4,"[3, 3]",,Fedderwarden - Conneforde/O gruen; Fedderwarden - Conneforde/O gelb
spatial_39183,spatial_39185,spatial_39183,spatial_39185,380.0,2,3,1,0,2,2,,-1.0,14.9,"[3, 3]",,Fedderwarden - Conneforde/O gruen; Fedderwarden - Conneforde/O gelb
spatial_39184,spatial_39185,spatial_39184,spatial_39185,380.0,2,3,1,0,2,2,,-1.0,7.1,"[3, 3]",,Fedderwarden - Conneforde/O gruen; Fedderwarden - Conneforde/O gelb
spatial_39204,spatial_40387,spatial_39204,spatial_40387,220.0,2,3,1,0,0,0,,,171.5,"[3, 3]",,
spatial_39239,spatial_39240,spatial_39239,spatial_39240,220.0,2,3,1,0,0,0,,,0.5,"[3, 3]",,
spatial_39239,spatial_598,spatial_39239,spatial_598,220.0,1,3,1,0,0,0,,,16.1,[3],,
spatial_39298,spatial_39299,spatial_39298,spatial_39299,380.0,1,6,2,0,0,0,,,3.2,[6],,
spatial_39318,spatial_39319,spatial_39318,spatial_39319,380.0,2,3,1,0,0,0,,,25.6,"[3, 3]",,
spatial_39331,spatial_8041,spatial_39331,spatial_8041,380.0,1,3,1,0,2,2,,-1.0,79.1,[3],,Ovenstaedt - Sottrum 3; Landesbergen - Sottrum 2
spatial_39349,spatial_40028,spatial_39349,spatial_40028,380.0,1,3,1,0,0,0,,,1.6,[3],,
spatial_39430,spatial_7876,spatial_39430,spatial_7876,220.0,2,3,1,0,3,3,,-2.0,0.6,"[3, 3]",,Bentwisch - Güstrow 275; Lüdershagen - Güstrow 317-276; Parchim/Süd - Güstrow 328
spatial_39449,spatial_39450,spatial_39449,spatial_39450,380.0,2,3,1,0,2,2,,-1.0,5.4,"[3, 3]",,Conneforde - Emden/O gelb; Conneforde/O - Emden/O blau
spatial_39450,spatial_39451,spatial_39450,spatial_39451,380.0,1,3,1,0,2,2,,-1.0,17.4,[3],,Conneforde - Emden/O gelb; Conneforde/O - Emden/O blau
spatial_39451,spatial_39452,spatial_39451,spatial_39452,380.0,2,3,1,0,2,2,,-1.0,4.9,"[3, 3]",,Conneforde - Emden/O gelb; Conneforde/O - Emden/O blau
spatial_39458,spatial_3978,spatial_39458,spatial_3978,220.0,1,3,1,0,2,2,,-1.0,17.3,[3],,Audorf/S - Kiel/S gelb/421; Audorf/S - Kiel/W rot/422
spatial_39739,spatial_6928,spatial_39739,spatial_6928,220.0,1,9,3,0,0,0,,,6.8,[9],,
spatial_39739,spatial_6943,spatial_39739,spatial_6943,220.0,1,9,3,0,0,0,,,6.6,[9],,
spatial_39770,spatial_40310,spatial_39770,spatial_40310,380.0,1,3,1,0,0,0,,,3.4,[3],,
spatial_39770,spatial_4628,spatial_39770,spatial_4628,380.0,1,3,1,0,0,0,,,9.5,[3],,
spatial_39837,spatial_5216,spatial_39837,spatial_5216,220.0,2,3,1,0,2,2,,-1.0,2.7,"[3, 3]",,Muendelheim - Utfort MUENDL N ; Muendelheim - Uerdingen MUENDL S 
spatial_39843,spatial_40147,spatial_39843,spatial_40147,380.0,1,3,1,0,0,0,,,8.1,[3],,
spatial_39843,spatial_8617,spatial_39843,spatial_8617,380.0,1,3,1,0,0,0,,,13.2,[3],,
spatial_39887,spatial_8377,spatial_39887,spatial_8377,380.0,1,3,1,0,0,0,,,24.5,[3],,
spatial_39924,spatial_40044,spatial_39924,spatial_40044,380.0,1,3,1,0,0,0,,,0.9,[3],,
spatial_39936,spatial_40049,spatial_39936,spatial_40049,220.0,1,3,1,0,0,0,,,60.2,[3],,
spatial_39938,spatial_6928,spatial_39938,spatial_6928,220.0,1,3,1,0,0,0,,,5.2,[3],,
spatial_39942,spatial_4217,spatial_39942,spatial_4217,220.0,1,3,1,0,1,1,,0.0,11.4,[3],,Y-Utfort (-Duelken - Edelstahl) UTFORT W 
spatial_39944,spatial_39945,spatial_39944,spatial_39945,380.0,1,3,1,0,0,0,,,0.2,[3],,
spatial_39944,spatial_39987,spatial_39944,spatial_39987,380.0,1,3,1,0,0,0,,,0.4,[3],,
spatial_39945,spatial_40366,spatial_39945,spatial_40366,380.0,1,3,1,0,0,0,,,12.9,[3],,
spatial_39952,spatial_39953,spatial_39952,spatial_39953,380.0,1,3,1,0,0,0,,,0.2,[3],,
spatial_39953,spatial_39956,spatial_39953,spatial_39956,380.0,1,3,1,0,0,0,,,2.1,[3],,
spatial_39985,spatial_40104,spatial_39985,spatial_40104,380.0,1,3,1,0,0,0,,,1.1,[3],,
spatial_39988,spatial_40362,spatial_39988,spatial_40362,380.0,1,3,1,0,0,0,,,56.1,[3],,
spatial_39988,spatial_9717,spatial_39988,spatial_9717,380.0,1,3,1,0,0,0,,,2.9,[3],,
spatial_39991,spatial_9717,spatial_39991,spatial_9717,380.0,1,3,1,0,0,0,,,8.0,[3],,
spatial_39997,spatial_40284,spatial_39997,spatial_40284,220.0,1,3,1,0,0,0,,,3.9,[3],,
spatial_40013,spatial_40014,spatial_40013,spatial_40014,380.0,1,3,1,0,0,0,,,0.6,[3],,
spatial_40022,spatial_40149,spatial_40022,spatial_40149,380.0,1,3,1,0,0,0,,,1.7,[3],,
spatial_40027,spatial_40028,spatial_40027,spatial_40028,380.0,1,3,1,0,0,0,,,0.8,[3],,
spatial_40027,spatial_40029,spatial_40027,spatial_40029,380.0,1,3,1,0,0,0,,,0.3,[3],,
spatial_40048,spatial_40049,spatial_40048,spatial_40049,220.0,1,3,1,0,0,0,,,0.9,[3],,
spatial_4010,spatial_4020,spatial_4010,spatial_4020,220.0,1,3,1,0,1,1,,0.0,6.6,[3],,Y-Bochum (-Hattingen - Welper) WELPER O 
spatial_40104,spatial_40168,spatial_40104,spatial_40168,380.0,1,3,1,0,0,0,,,1.7,[3],,
spatial_40105,spatial_40106,spatial_40105,spatial_40106,220.0,1,3,1,0,0,0,,,1.3,[3],,
spatial_40106,spatial_698,spatial_40106,spatial_698,220.0,1,3,1,0,0,0,,,1.7,[3],,
spatial_40131,spatial_40132,spatial_40131,spatial_40132,220.0,1,3,1,0,0,0,,,1.6,[3],,
spatial_40139,spatial_40140,spatial_40139,spatial_40140,380.0,1,3,1,0,0,0,,,1.6,[3],,
spatial_40140,spatial_8330,spatial_40140,spatial_8330,380.0,1,3,1,0,0,0,,,27.5,[3],,
spatial_40140,spatial_8739,spatial_40140,spatial_8739,380.0,1,3,1,0,0,0,,,9.9,[3],,
spatial_40146,spatial_40147,spatial_40146,spatial_40147,380.0,1,3,1,0,0,0,,,1.6,[3],,
spatial_40147,spatial_40296,spatial_40147,spatial_40296,380.0,1,3,1,0,0,0,,,9.3,[3],,
spatial_40149,spatial_40152,spatial_40149,spatial_40152,380.0,1,3,1,0,0,0,,,0.6,[3],,
spatial_40150,spatial_40152,spatial_40150,spatial_40152,380.0,1,3,1,0,0,0,,,0.9,[3],,
spatial_40150,spatial_40153,spatial_40150,spatial_40153,380.0,1,3,1,0,0,0,,,1.4,[3],,
spatial_40150,spatial_40154,spatial_40150,spatial_40154,380.0,1,3,1,0,0,0,,,1.4,[3],,
spatial_40151,spatial_40152,spatial_40151,spatial_40152,380.0,1,3,1,0,0,0,,,1.2,[3],,
spatial_40154,spatial_40155,spatial_40154,spatial_40155,380.0,1,3,1,0,0,0,,,1.4,[3],,
spatial_40154,spatial_40177,spatial_40154,spatial_40177,380.0,1,3,1,0,0,0,,,1.8,[3],,
spatial_40177,spatial_40228,spatial_40177,spatial_40228,380.0,1,3,1,0,0,0,,,1.1,[3],,
spatial_40177,spatial_40257,spatial_40177,spatial_40257,380.0,1,3,1,0,0,0,,,2.5,[3],,
spatial_40179,spatial_40228,spatial_40179,spatial_40228,380.0,1,3,1,0,0,0,,,0.6,[3],,
spatial_40180,spatial_6943,spatial_40180,spatial_6943,220.0,1,3,1,0,0,0,,,1.8,[3],,
spatial_40198,spatial_40199,spatial_40198,spatial_40199,380.0,1,3,1,0,0,0,,,2.0,[3],,
spatial_40199,spatial_8058,spatial_40199,spatial_8058,380.0,1,3,1,0,2,2,,-1.0,10.2,[3],,Bechterdissen - Eickum 1; Bechterdissen - Eickum 3
spatial_40202,spatial_40203,spatial_40202,spatial_40203,380.0,1,3,1,0,0,0,,,2.0,[3],,
spatial_40204,spatial_40205,spatial_40204,spatial_40205,220.0,1,3,1,0,0,0,,,0.6,[3],,
spatial_40205,spatial_40206,spatial_40205,spatial_40206,220.0,1,3,1,0,0,0,,,1.6,[3],,
spatial_4022,spatial_8879,spatial_4022,spatial_8879,380.0,1,3,1,0,2,2,,-1.0,36.3,[3],,Y-Hanekenfaehr (-Gersteinwerk - Uentrop) UENTRO N ; Roxel - Uentrop UENTRO S 
spatial_40227,spatial_40228,spatial_40227,spatial_40228,380.0,1,3,1,0,0,0,,,2.1,[3],,
spatial_40235,spatial_40236,spatial_40235,spatial_40236,380.0,1,3,1,0,0,0,,,2.3,[3],,
spatial_40283,spatial_40284,spatial_40283,spatial_40284,220.0,1,3,1,0,0,0,,,2.8,[3],,
spatial_40295,spatial_40296,spatial_40295,spatial_40296,380.0,1,3,1,0,0,0,,,3.1,[3],,
spatial_40311,spatial_40312,spatial_40311,spatial_40312,380.0,1,3,1,0,0,0,,,3.4,[3],,
spatial_40312,spatial_9746,spatial_40312,spatial_9746,380.0,1,3,1,0,0,0,,,4.0,[3],,
spatial_40328,spatial_40329,spatial_40328,spatial_40329,380.0,1,3,1,0,0,0,,,3.6,[3],,
spatial_40329,spatial_40362,spatial_40329,spatial_40362,380.0,1,3,1,0,0,0,,,18.9,[3],,
spatial_40332,spatial_40333,spatial_40332,spatial_40333,220.0,1,3,1,0,0,0,,,3.8,[3],,
spatial_40345,spatial_40346,spatial_40345,spatial_40346,380.0,1,3,1,0,0,0,,,4.3,[3],,
spatial_40347,spatial_40348,spatial_40347,spatial_40348,220.0,1,3,1,0,0,0,,,4.4,[3],,
spatial_40349,spatial_40350,spatial_40349,spatial_40350,380.0,1,3,1,0,0,0,,,4.6,[3],,
spatial_40361,spatial_40362,spatial_40361,spatial_40362,380.0,1,3,1,0,0,0,,,5.0,[3],,
spatial_40365,spatial_40366,spatial_40365,spatial_40366,380.0,1,3,1,0,0,0,,,5.1,[3],,
spatial_40372,spatial_40373,spatial_40372,spatial_40373,380.0,1,3,1,0,0,0,,,5.9,[3],,
spatial_40373,spatial_8504,spatial_40373,spatial_8504,380.0,1,3,1,0,0,0,,,8.0,[3],,
spatial_40375,spatial_40376,spatial_40375,spatial_40376,380.0,1,3,1,0,0,0,,,6.4,[3],,
spatial_40383,spatial_40384,spatial_40383,spatial_40384,380.0,1,3,1,0,0,0,,,10.2,[3],,
spatial_4490,spatial_4496,spatial_4490,spatial_4496,380.0,2,3,1,0,0,0,,,12.8,"[3, 3]",,
spatial_4606,spatial_4902,spatial_4606,spatial_4902,220.0,1,3,1,0,0,0,,,34.0,[3],,
spatial_5599,spatial_5606,spatial_5599,spatial_5606,220.0,2,3,1,0,2,2,,-1.0,0.6,"[3, 3]",,Y-Walsum (-Hamborn - Schwelgern) WALSUM N ; Y-Walsum (-Hamborn - Schwelgern) WALSUM S 
spatial_5599,spatial_5609,spatial_5599,spatial_5609,220.0,1,3,1,0,2,2,,-1.0,1.6,[3],,Y-Schwelgern (-Hamborn - Walsum) WALSUM N ; Y-Schwelgern (-Hamborn - Walsum) WALSUM S 
spatial_5601,spatial_5609,spatial_5601,spatial_5609,220.0,2,3,1,0,2,2,,-1.0,1.3,"[3, 3]",,Y-Schwelgern (-Hamborn - Walsum) WALSUM N ; Y-Schwelgern (-Hamborn - Walsum) WALSUM S 
spatial_579,spatial_6980,spatial_579,spatial_6980,380.0,1,3,1,0,0,0,,,57.8,[3],,
spatial_603,spatial_610,spatial_603,spatial_610,220.0,1,3,1,0,0,0,,,22.4,[3],,
spatial_610,spatial_625,spatial_610,spatial_625,220.0,1,3,1,0,1,1,,0.0,24.7,[3],,Hennigsdorf - Wustermark 295
spatial_659,spatial_662,spatial_659,spatial_662,380.0,1,3,1,0,0,0,,,22.7,[3],,
spatial_6682,spatial_6684,spatial_6682,spatial_6684,380.0,1,3,1,0,2,2,,-1.0,7.4,[3],,Gersteinwerk - Mengede MENGED N ; Gersteinwerk - Lippe WALTRO S 
spatial_6682,spatial_6685,spatial_6682,spatial_6685,380.0,2,3,1,0,2,2,,-1.0,0.6,"[3, 3]",,Gersteinwerk - Mengede MENGED N ; Gersteinwerk - Lippe WALTRO S 
spatial_6685,spatial_8879,spatial_6685,spatial_8879,380.0,1,3,1,0,2,2,,-1.0,12.2,[3],,Y-Gersteinwerk (-Guetersloh - Uentrop) GERSTE O ; Y-Gersteinwerk (-Hanekenfaehr - Uentrop) UENTRO N 
spatial_6928,spatial_6943,spatial_6928,spatial_6943,220.0,1,3,1,0,2,2,,-1.0,13.4,[3],,Dauersberg - Setzer Wiese HELLER O ; Dauersberg - Setzer Wiese HELLER W 
spatial_7633,spatial_7778,spatial_7633,spatial_7778,220.0,2,3,1,0,1,1,,0.0,6.5,"[3, 3]",,Niederstedem - Trier NSTEDM W 
spatial_7690,spatial_9500,spatial_7690,spatial_9500,220.0,2,3,1,0,1,1,,0.0,17.2,"[3, 3]",,BASF - Maximiliansau WEINGT
spatial_7778,spatial_8610,spatial_7778,spatial_8610,220.0,2,3,1,0,0,0,,,13.8,"[3, 3]",,
spatial_8041,spatial_8044,spatial_8041,spatial_8044,380.0,2,6,2,0,3,3,,-1.0,17.2,"[6, 3]",,Landesbergen - Ohlensehlen 1; Landesbergen - Ovenstaedt 4; Ovenstaedt - Sottrum 3
spatial_8147,spatial_8148,spatial_8147,spatial_8148,220.0,2,3,1,0,0,0,,,12.1,"[3, 3]",,
spatial_8330,spatial_8739,spatial_8330,spatial_8739,380.0,1,3,1,0,2,2,,-1.0,37.4,[3],,Gundelfingen - Meitingen MEITGN S ; Gundelfingen - Meitingen MEITGN N 
spatial_8399,spatial_8410,spatial_8399,spatial_8410,380.0,1,3,1,0,4,4,,-3.0,23.8,[3],,Y-Hoheneck (-Dellmensingen - Voehringen) DONAU O ; Altbach - Muehlhausen ws; Y-Endersbach (-Grossgartach - Muehlhausen) gn; Y-Hoheneck (-Herbertingen - Metzingen) sw
spatial_882,spatial_884,spatial_882,spatial_884,380.0,2,3,1,0,2,2,,-1.0,103.3,"[3, 3]",,Vieselbach - Remptendorf - Großschwabhausen 415; Vieselbach - Remptendorf 416
spatial_9397,spatial_9402,spatial_9397,spatial_9402,220.0,2,3,1,0,2,2,,-1.0,134.0,"[3, 3]",,Beuren - Gurtweil ge; Y-Stokach (-Gurtweil - Laufenburg) ge-rt
spatial_9908,spatial_9917,spatial_9908,spatial_9917,380.0,2,3,1,0,4,4,,-3.0,10.7,"[3, 3]",,Dauersberg - Limburg LIMBG W ; Y-Dauersberg (-Asslar - Limburg) WESTW W1 ; Y-Dauersberg (-Asslar - Limburg) WW1; Dillenburg - Dauersberg WO2
spatial_9917,spatial_9919,spatial_9917,spatial_9919,380.0,2,3,1,0,4,4,,-3.0,14.5,"[3, 3]",,Dauersberg - Limburg LIMBG W ; Y-Dauersberg (-Asslar - Limburg) WESTW W1 ; Y-Dauersberg (-Asslar - Limburg) WW1; Dillenburg - Dauersberg WO2
